final_id,group_id,start_id,freq,text
1,1,493,1, this bird has a yellow belly a yellow eyebrow and a large white beak
-1,447,494,1, they are pinkish with grreen streaks
-1,678,495,1, the beak is long and black
1,1,496,1, this bird has a light colored breast with dark strips superciliary and crown
-1,411,497,1, this small bird has fluffy feathers a yellow torso and a white body with skinny black legs
-1,659,498,1, this small bird has multicolored wings and a small flat bill
-1,986,499,1, the bird has a long grey bill as well as a black eyering
-1,677,500,1, which gives way to solid brown near the crown
8,3,501,1, the bird has sharp and pointed beak with gray throat and breast brown crown nape tarsus and feet
42,29,502,1, this is a blue bird with brown wings and a brown beak
-1,320,503,1, this medium sized bird is black all over its entire body
1,1,504,1, this bird is gray with a white belly and a yellow flank
-1,628,505,1, this little bird is almost all light brown with two rust colored stripes down its crown and nape
-1,1015,506,1, the bird is mostly white with black on the tips of its wings
-1,1028,507,1, it has a relatively short bill
-1,586,508,1, this bird has a white breast and belly and a vibrant blue crown nape and back as well as blueish gray primaries and secondaries
-1,1065,509,1, that has a brown crown brown coverts and a tan belly with a lot of feathers
-1,652,510,1, a black water fowl has a white neck black head and brown beak
-1,119,511,1, this bird has a plump round body with bright yellow feathers
-1,606,512,1, this birds wings are mostly a dark brown around the wing bars with a light brown to tan flare in the primary and secondary feathers
-1,665,513,1, tail is short
-1,683,514,1, the long narrow bill is straight
-1,24,515,1, the bill is stout pointed and black
-1,36,516,1, the head wings and tail are grey
1,1,517,1, this bird is mostly yellow with a black crown and white wingbars
-1,850,518,1, this is a speckled brown and tan bird with a gray belly
-1,208,519,1, this bird has a light gray body dark gray head and a white breast
42,29,520,1, this bird is grey with brown wings and a black crown
-1,544,521,1, this is a bird with a wide pointed bill which has gray mottled feathers webbed feet and a black tip on he bill
1,1,522,1, this is a yellow bird with grey wings and an orange beak
-1,844,523,1, this bird has a white belly and breast with a pink crown and vent
-1,572,524,1, this colorful bird has bright green wings a blue head and teal tail
-1,466,525,1, this small bird with a pointed beak has small white spots on its wings and black stripes across its tail feather
-1,921,526,1, its wings and tail are different shades of brown
-1,977,527,1, orange pointed
-1,644,528,1, this bird has a solid white breast neck and head with black primaries
-1,32,529,1, this bird has a short black bill a white belly and light brown side
-1,815,530,1, red feet aare short
-1,926,531,1, an orange billed bird
1,1,532,1, this primarily brown bird has a long pointed bill with a white breast and belly
-1,978,533,1, this bird is mostly white with a black head and a sharp pointed orange and black beak
-1,271,534,1, a long sharp beak pointed downward
-1,865,535,1, that is black and light brown
-1,613,536,1, that is primarily black with an exception of a red and yellow wingbar
-1,988,537,1, this bird has a brown white and black body with a white under belly and a curved black bill
-1,296,538,1, that is about twice the length of its body length
-1,649,539,1, a black cheek patch making it difficult to see its eyes
-1,567,540,1, varying shades of brown going down its back
1,1,541,1, this is a bird with a yellow and white belly and grey wings
-1,322,542,1, this small bird has a white body blue wings tail and forehead
-1,538,543,1, the beak is small and black
-1,604,544,1, this small bird is royal blue with graytipped feathers
-1,682,545,1, that is almost entirely greygreen with a longer feathered crown and darker green primaries
-1,569,546,1, which carry through to the belly and breast
-1,391,547,1, the bird has blue color crown and nape with green wings and black tarsus and feet
-1,757,548,1, the side feathers and tail feathers are black
1,1,549,1, this bird is green and yellow with a small black beak and black eyes
1,1,550,1, this bird has a white belly light brown breast black crown and dark brown superciliary
-1,943,551,1, this bird has black covering its face nearly no neck and is dark green with a yellow belly and eyebrows
-1,559,552,1, a small brown bird rests in the brush
-1,362,553,1, this bird has a black body and a light yellow eyering a thick tapered bill and gray feet
-1,582,554,1, this little bird has a speckled breast dark speckled crown and body
-1,124,555,1, this bird is all black
-1,547,556,1, this little bird thrives in the night showing off silver and black stripes down his body and a beautiful black and silver pattern over his wings
-1,54,557,1, this small bird has black wings a grey body and a long black beak
-1,380,558,1, this birds breast is light brown with darker spots on it with small dark bill
-1,857,559,1, the bird is small with a blue colored head
-1,976,560,1, tree perched
-1,597,561,1, he has a tufted specked crown
-1,997,562,1, a pretty pure brown short beak and feet to match
1,1,563,1, the bird has a white and tan belly with a brown head
-1,887,564,1, this little fluff ball bird has a light yellow flank pale breast brown head and black eyes and circled by white eyerings
-1,367,565,1, a yellow headed black bird calls for a mate
-1,964,566,1, a bird has a short black bill a tan belly and small black feet
-1,694,567,1, this bird has a black throat and cheek patch a reddish plumed crown white wingbars and yellow and red flashes on its primary wing feathers
-1,289,568,1, it's under tail coverts
-1,562,569,1, this little bird has a gray underside whit brown wings
-1,605,570,1, head his beak is small in proportion to his head
-1,500,571,1, that has both light and dark feathers
-1,493,572,1, that has a long tail and multiple brown tones and a white underbelly
1,1,573,1, this bird has a yellow breast and a dark grey face
1,1,574,1, this bird has a light brown colored belly and breast with a black crown and wings
-1,854,575,1, this small bird has a shiny black body a short black bill and bight yellow eyes
8,3,576,1, the bird has red beak tarsus and feet and black throat crown and nape white breast and belly
-1,1008,577,1, this colorful bird has a yellow belly and breast with white secondaries and black primaries
-1,568,578,1, the bill of the bird is orange
-1,603,579,1, the head of the bird is partly green
-1,981,580,1, grey wings and crown cover this white bodied bird with a black superciliary
-1,590,581,1, this little bird is multicolored gray white and black
-1,711,582,1, hid belly is light gray
-1,720,583,1, his tail feathers point upward toward the sky
-1,510,584,1, they are more a black color
-1,565,585,1, also he has a prominent white eye ring and a medium sized beak
-1,805,586,1, this is a metallic green bird with gray wings
-1,938,587,1, a small black pointed bill and entirely gray feathers covering its body
-1,870,588,1, a small bird with a red crown and a tiny black bill has a few deep yellow primary feathers
-1,888,589,1, small bird with grey belly chest and flank white throat brown wings yellow eyebrow with black and white stripes on the crown beak is short and pointed
-1,407,590,1, this bird has gray primaries and secondaries a white belly breast and crown and a fairly long straight orange bill
-1,600,591,1, red spotted coverts
-1,546,592,1, it is blue green yellow and red in colour
-1,992,593,1, it is medium sized with stubby thick and seed eating
1,1,594,1, this bird has a white belly and breast with brown superciliary and black speckled secondaries
-1,776,595,1, a black stripe running along side its head
-1,884,596,1, the bird is brown with a mass of speckled feathers and a dark eye
-1,437,597,1, a bird has a spotted breast a spotted belly and a small sharp bill
-1,20,598,1, this is a brown bird with black feathers and a long beak
-1,393,599,1, that give it an elongated appearance
-1,58,600,1, the bird has a white head and yellow beak with orange webbed feet
-1,779,601,1, that is thin and long
1,1,602,1, this little bird has a light brown belly and breast with black crown and superciliary
-1,612,603,1, this angry looking bird is as black as the night sky with widespread black talons and glowing white eyes
-1,564,604,1, this bird is of medium height with reddish orange crest at the base of its head and red just before its black beak and black and white checkered wings
-1,55,605,1, the bird is red with a sharp pointed beak and black eyes
-1,488,606,1, this bird is speckled white and brown
-1,363,607,1, which are brown and gray
-1,446,608,1, a large bird has a head with a black crown a small and sharp bill and a back with tufts of brown feathers
-1,1017,609,1, that is black and white
-1,389,610,1, the bird has a grey body and small grey webbed feet
-1,1012,611,1, a yellow and black bird sits on a branch
-1,108,612,1, that curves downward
1,1,613,1, this bird has a yellow belly and head with dark grey wings
-1,374,614,1, that has shiny peacock blue color all over and has an orange eye
-1,404,615,1, this is a grey bird with a white throat and a sharp beak
-1,802,616,1, this bird has black wings with white speckles on the primaries and a black tail
1,1,617,1, this bird has a yellow breast and belly black neck and crown and white wingbars
-1,518,618,1, this bird has medium wingspan red tail feathers and a long pointed beak
-1,940,619,1, this mostly black bird has a white crown and white at the top of his wings along with black eyes and a small pointed bill
-1,1053,620,1, the crown is striped black down the nape with a bit or orange
-1,556,621,1, the throat and belly are white with black spots
-1,554,622,1, it's breast
-1,497,623,1, the bird is a mixture of red and white with short side wings
-1,674,624,1, it's back
-1,602,625,1, this small bird has mostly black featrues with white speckles through out and a dab of red at the stem of his wings
1,1,626,1, the bird is blue with a white belly and short black beak
-1,522,627,1, a bird has a tuft of black feathers on its crown
-1,689,628,1, a white superciliary avoce its black eye
-1,917,629,1, this yellow bird has big black eyes and black trim on its wings
-1,738,630,1, this bird has a black body with white accents on the wings and bright orange feet
-1,54,631,1, this is a grey bird with a long black beak
-1,952,632,1, this bird has a spearshaped head
-1,867,633,1, the crown is flat
76,40,634,1, the beak is thin and pointy
-1,704,635,1, the backside of the bird is mottled brown and white
-1,739,636,1, the back and head are black
-1,585,637,1, the bill is orange short and stocky
-1,1068,638,1, the bird has a pointed ruffled up crown a white eyebrow and a milky yellow breast and belly
-1,553,639,1, that is as equal to the length of its body
-1,455,640,1, the breast is a lighter brown
-1,1016,641,1, this brown bird with yellow splotches looks like tree bark
-1,1073,642,1, this graceful bird has a long mostly white neck a flat back with gray feathers and a long pointed beak
1,1,643,1, this bird is majority yellow in color with a yellow breast and black eybrow and wings
-1,1035,644,1, the bird has two long wingbars and a small crown
-1,634,645,1, this little bird has a green body with blue cheek patches and gray wings
-1,601,646,1, you notice about this small bird
-1,207,647,1, that stands out
-1,505,648,1, this bird has a brown head and a black body
-1,608,649,1, it's surroundings
1,1,650,1, this bird has a white belly and breast with speckles around its neck and nape
-1,410,651,1, this is a brownish gray bird with a speckled black and yellow chest
-1,1066,652,1, this brown bird has a red long beak and a white breast area
-1,1019,653,1, that has fluorescent green feathers on the top but a black face and white circle around the nape and by the feet
-1,117,654,1, that is pointed
-1,28,655,1, the bird has a red head long beak and white and black body
-1,770,656,1, this bird has a mostly black body with bold blue striping a black bill and brown and black eyes
-1,1013,657,1, the bird has a mottled brown appearance with an orangetinted nape and primaries
-1,826,658,1, the small bird has red and black feathers with a thick beak
-1,339,659,1, this bird is brown and grey with large black feet and a pointy beak
1,1,660,1, this bird has a yellow belly a red head and breast with a black eyebrow
-1,713,661,1, that is red
-1,533,662,1, that is brown
-1,473,663,1, its red and white body stays still
-1,333,664,1, this swimming bird has a multicolored crown brown black and grey
-1,772,665,1, the body of the bird is white
-1,732,666,1, its feathers forming a pointed head
-1,705,667,1, only some black feathers accentuating its beak
1,1,668,1, a small bird with black wings and a black eye patch the tips of the tail feathers is yellow
-1,868,669,1, this is a white and brown bird with a long neck and a long beak
-1,610,670,1, this bird has a long slight downward curved beak and white breast feather
-1,623,671,1, it's body
-1,928,672,1, grey interspersed in its wings
-1,523,673,1, this bird has a small brown bill and brown feet
-1,869,674,1, the bill is short
-1,1082,675,1, that is both black and orange
1,1,676,1, the bird has a yellow belly and breast black wings and long beak
-1,286,677,1, the bird is gold
76,40,678,1, the beak is pointy and sharp
-1,730,679,1, this bird is all black from beak to tail to feet
-1,1018,680,1, the bird has a grey breast and belly as well as small bill
-1,397,681,1, this small gray bird has a pointed bill black wings with white bars and white abdomen and undertail coverts
-1,64,682,1, the bird has a yellow crown and a small black bill
-1,486,683,1, this bird is brown and has darker brown spots on its feathers
1,1,684,1, this bird has a white belly and breast with a black back and red crown and nape
29,30,685,1, this is a white bird with a black neck and a large beak
-1,813,686,1, a large black bird has a grey colored breast a dark black crown and a short and bright yellow bill
1,1,687,1, the bird has a yellow belly gray wings brownish gray crown and a narrow brown bill
-1,901,688,1, the bird has a dark brown body with slivers of white on the secondaries
-1,640,689,1, its bright eyes stand out
-1,984,690,1, the belly of the bird is white
-1,408,691,1, the body is basically black with accents of orange on the wings and rump
-1,936,692,1, this bird has a grey body a red head and a long pointy black beak
-1,872,693,1, the bird is brown with a white belly and has a long tail feather
-1,299,694,1, this black bird has an orange beak slightly pointing downwards and a white malar stripe
1,1,695,1, the bird has black wings and a white breast and belly
-1,693,696,1, that has a yellow and black spotted belly
-1,492,697,1, the bird has a large curved head with a red body and grey abdomen and rump
8,3,698,1, the bird has a yellow breast and belly as well as tiny tarsus
8,3,699,1, the bird has yellow superciliary white beak brown tarsus and feet black throat and rectrices
-1,485,700,1, its small beak is very high up
-1,886,701,1, the entire bird is covered in brown
1,1,702,1, this bird is a vibrant yellow with a small black spot on its crown
-1,920,703,1, its bill is very small and straight
-1,390,704,1, that's black and white with an orange breast
-1,688,705,1, this larger bird has a long thick neck with white on the underside and gray on the top side
-1,1071,706,1, white pelican  waterbird with broad wings long neck massive bill thick body short leg short square tails headneck and back are dusky
18,51,707,1, the bird has a small black bill and a black crown
1,1,708,1, this bird has a yellow and black belly breast head and wings with a yellow eyebrow
77,10,709,1, the bird has a yellow breast and belly as well as a small bill
18,51,710,1, the bird has a small white eyering and a black bill
-1,1020,711,1, a white spotted breast
1,1,712,1, this bird has a white belly and breast with black superciliary
-1,42,713,1, the bird has a black eyering as well as two black tarsus
18,51,714,1, the bird has a black bill and a black crown and eyering
-1,74,715,2, that is small
-1,584,716,1, this bird has all white feathers and a yellow downward curved bill with a red spot on the underside near the tip
-1,723,717,1, this is a small about 3 inches bird with emerald green wings with spots of red a bright orangered belly bright blue head and red eyes
-1,944,718,1, this large bird has a black bill and dark brown wingbars
-1,922,719,1, a large bird has long feathers on its crown a large bill and a white belly and abdomen
-1,124,720,1, this bird is completely black
-1,540,721,1, the small green bird has a white vent and yellow eyering
-1,746,722,1, this colorful small perching bird with a small pointed bill has a dark brown crown a redbrown eyebrow and cheek patch a bright yellow neck band with a brown streaked yellow chest belly and abdomen and has brown wings
-1,237,723,1, that is dark orange
-1,31,724,1, this extremely colorful bird has an orange vent abdomen and breast with a black neck and crown
-1,846,725,1, this is a brown bird with a grey head and a white beak
-1,587,726,1, are gray with darker gray flight feathers his beak is yellow and hooks down
-1,507,727,1, from which protrudes an extra long bill
-1,445,728,1, the gray bird has a light grey head and grey webbed feet
-1,31,729,1, this colorful bird has an orange abdomen vent and belly with a black crest neck and nape
1,1,730,1, this bird has a white belly with a long and pointy black beak
-1,321,731,1, this royal blue bird has black tipped wings a black mask and black bill
28,12,732,1, this bird has a white belly gray breast and medium gray wings
-1,903,733,1, he sits flat on the ground
-1,285,734,1, his tarsus and feet hidden
-1,106,735,1, this yellow and white bird has a small flat beak
-1,513,736,1, this small bird has a short bill with grey yellow white and black coloring throughout its body with a mostly white flank
-1,1026,737,1, that is bright yellow light green and black around its face
-1,958,738,1, this black and white bird is mostly black with a white breast belly and undertail coverts
-1,385,739,1, the head of the bird is grey
29,30,740,1, the body of the bird is white with a black curved beak
-1,635,741,1, has a distinctive bright eye color compared to the rest of its body
8,3,742,1, the bird has a yellow breast and belly as well as black tarsus
-1,288,743,1, this iridescent long billed bird had a small body and thin wings
-1,637,744,1, the bird has a solid black head white and black patterns on the body a black beak and a big flat head
-1,700,745,1, a white and black speckle breasted puffy bird
-1,801,746,1, that have brown dots on them
-1,686,747,1, this water bird has a grey crown red eyes a white throat and a white belly
-1,441,748,1, this bird has white wing bars a brownish gray body and a red throat and crown
-1,432,749,1, it's brown feet
-1,508,750,1, this perched mostly gray bird has very short and curled feet a white belly and a gray bill
-1,282,751,1, the bird had a small crown and a large breast
-1,295,752,1, sienna colored
1,1,753,1, this bird has a white belly and breast with brown crown and superciliary
-1,873,754,1, the crown and stomach is white
-1,36,755,1, the wings and tail are grey
-1,581,756,1, this is a dark brown bird with a grey throat and a black beak
1,1,757,1, this small bird has a white belly and breast with a brown crest and speckles
-1,1033,758,1, a yellow throat and crown with a black bill is what this small bird sports
-1,403,759,1, that has a yellow belly and brown wings
-1,343,760,1, that trails down into a white belly
-1,881,761,1, a small rotund bird with brown and white wingbars sits atop a branch
-1,1072,762,1, this bird has a blue head white breast feathers and a long flat beak
-1,724,763,1, a brown spotted back
29,30,764,1, this is a large white bird with black speckled markings on its wide torso
1,1,765,1, this bird has a white and orange belly and breast with a black neck crown and nape
1,1,766,1, this is a yellow bird with grey wings and a grey head
-1,467,767,1, this bird has a red belly and face with black wings
-1,741,768,1, yellow small beek brown belly wings are tan
-1,859,769,1, dark brown legs are short
-1,648,770,1, feet are grey
-1,436,771,1, it's large black wings
-1,916,772,1, this bird has has a white belly and grey wings with mottled whiteandgrey over its throat nape and head and a medium length slightly hooked beak
-1,804,773,1, this medium bird has a long neck grey and white countershading and a set of dark feathers atop its crown with a narrow pointed orange bill
1,1,774,1, this little bird is mostly yellow with a gray crown nape wings and tail
-1,820,775,1, this bird is striped all over
-1,330,776,1, there is a salt and pepper color to its nape and crown
-1,489,777,1, the feathers on the wings are brown and white striped
-1,55,778,2, the bird has sharp and pointed beak
-1,338,779,1, it has gray throat breast belly and abdomen
29,30,780,1, this whitebellied bird has gray and black feathers a long curved beak and a black patch from the nape of its neck to its beak
8,3,781,1, this colorful bird has a white belly and breast brown and black wings and black tarsus and feet
1,1,782,1, this is a bright yellow bird with black streaks in its wings and a black bill
1,1,783,1, this bird has a black color outer rectrices brown color belly and chest and black color bill
-1,621,784,1, this black and white striped bird has bright red on top of its head
-1,392,785,1, this is a very stout bird with deep brown tones and white contouring to the secondaries
-1,684,786,1, this is a small bright yellow colored bird with dark blue wings and tail
8,3,787,1, the bird has white belly and abdomen brown beak tarsus and feet
-1,685,788,1, a little pink mixed in
-1,838,789,1, the crown is black and grey
-1,388,790,1, this bird has a brown head brown body an orange bill and a light tan cheek patch
-1,50,791,1, this white bird has an orange beak black tail and grey wings
-1,290,792,1, this bird has a crazy blue spiked hairdo and a brick red vest
-1,832,793,1, this bird is metallic blackblue with orange eyes and a small black bill
-1,758,794,1, this bird has a brown crown and neck black nape brown coverts and yellow primaries
29,30,795,1, this is a black and white bird with a long black beak
-1,351,796,1, the small brown bird has white abdomen and orange or brown colored crown
1,1,797,1, this is a bird with a white belly blue wings a brown throat and a small beak
1,1,798,1, a small bird with a large thin beak has a yellow belly and a black breast
1,1,799,1, this bird has a speckled belly and breast with brown wings and black and white wingbars
1,1,800,1, this bird has a short pointed beak a mostly brown body and a white belly
-1,361,801,1, the bird has a short hooked and curved bill white and gray primaries and secondaries and white breast
8,3,802,1, the bird has white throat brown wings rectrices breast belly beak tarsus and feet and white superciliary
1,1,803,1, this puffy little bird has a white belly and breast with black stripes on its crown and nape
1,1,804,1, this bird is brown on its head and wings and white on its belly and breast
-1,453,805,1, this bird looks like a rock or possibly like a piece of bark
-1,319,806,1, this partially submerged brown and white water fowl has red eyes
-1,945,807,1, both its beak and neck are particularly long
-1,15,808,1, the belly is a light grey
1,1,809,1, the bird is yellow and green with a small black beak
-1,368,810,1, a wide wingspan is mostly white aside from its black crown and primary feathers
-1,630,811,1, the body is fully covered in black
-1,946,812,1, the bird has white feathers and curved black and downward curved beak
8,3,813,1, this bird is almost all white with black primaries yellow tarsus and feet and beak
-1,650,814,1, the bird has a red body with black cheek patches and a black bill
7,774,815,10, bell shaped
35,112,816,1, that are orange with a big stigma
10,118,817,1, the pedals of this flower are pink with a long stigma
6,52,818,1, that are pink along the edges
2,904,819,37, the flower shown
31,44,820,1, that are green
0,2,821,1, this flower's petals
0,2,822,1, the petals are white with a bit of light yellow near the center
-1,714,823,1, that are red with yellow tips
0,2,824,1, the petals of the flower are red in color
-1,359,825,3, the anthers are yellow
-1,314,826,1, this flower has long yellow petals with a black ball at the top
0,2,827,1, this flower has a single layer of large purple petals with a center flower of white
0,2,828,1, these flowers has bright purple flower with a dark purple center and a light purple stem
-1,570,829,1, that are pink with long style
51,53,830,1, that are drooping down
-1,147,831,1, spots covering each petal
17,401,832,6, that are multi colored
-1,487,833,1, the petals of this flower are white with a long stigma
0,2,834,1, the flower outer petal is pink in color
0,2,835,1, the inner petal is yellow in color
-1,890,836,1, that are upright and light pink with green pedicel
38,534,837,3, that are layered
3,11,838,29, that are oval shaped
-1,442,839,1, that are yellow and very small
22,281,840,5, that are oddly shaped
66,262,841,1, that are purple with yellow shading
36,209,842,1, that are wrapped closely around the center
0,2,843,1, that are orange with white stamen
40,745,844,3, that are wavy
-1,443,845,1, a cluster of tubular flowers extend downward forming a spike
0,2,846,1, each flower is white with purple tips
0,2,847,1, large round purple petals surround a white pistil in this large bloom
35,112,848,2, that are orange with orange stigma
-1,614,849,1, that are yellow with many steman
0,2,850,1, petas are purple in color
-1,1032,851,1, they are oval in shape with many stamens
-1,588,852,1, that surround the inner parts
-1,840,853,1, which curve slightly backwards
-1,950,854,1, that are white with light green centers and white stamen
5,59,855,4, the petals of this flower are white with a short stigma
0,2,856,1, this flower has light pink petals and light pink pistils
0,2,857,1, that are pink with a patch of purple near the middle
12,19,858,4, that are ruffled
-1,552,859,1, that are golden with many red stamen
11,43,860,6, that are pointed at the tips
-1,519,861,1, this red and white veined flower has tiny yellow anther
-1,74,862,2, that are very small
-1,364,863,1, that are pink with a light green center and red stamen
5,59,864,2, the petals of this flower are pink with a short stigma
0,2,865,2, that are pink with yellow stamen
27,880,866,4, that are leaf like
-1,294,867,1, many layers of pink petals growing up the stem almost like a tree
-1,340,868,1, the stamen and stigma are brown and occupy a large portion of the flower
-1,419,869,1, these flowers have dark pink petals and a brown pedicel
-1,181,870,1, wide lancelet shaped
4,6,871,1, that are yellow with patches of yellow
0,2,872,1, this flower has large white petals and a few white stamen in the inside
14,45,873,1, that are soft smooth and arranged around stamens
0,2,874,1, this purple flower has large petals with a pink splotch pattern on the inside of the petal and pink stamens
47,22,875,1, that are yellow with a large stigma
14,45,876,1, that are soft smooth and separately arranged surround stamens
37,329,877,3, that are wavy and rounded
-1,180,878,1, stamens forming disc like appearance
-1,1075,879,1, that are striped on the insde
51,53,880,1, that are drooping downward
-1,303,881,1, the flower has four petals
-1,1060,882,1, one petal is purple
4,6,883,1, the others have yellow and red stripes
-1,765,884,1, that turn more white in the center
0,2,885,1, this flower has light pink petals with red and green pedicel as its main features
-1,456,886,1, that are wavy and skinny
-1,195,887,1, that are pink with red tips
5,59,888,1, the petals of this flower are red with a short stigma
16,88,889,1, this flower is red and white in color with only one large petal
4,6,890,1, that are white and yellow colored
0,2,891,1, that are purple in color with purple filaments
0,2,892,1, that has round shaped orange petals on it
-1,284,893,1, cone shaped
45,742,894,3, oval shaped
-1,386,895,1, that are tipped with yellow toward the center
0,2,896,1, that are white with pink tips and yellow stamen
-1,379,897,1, it's edges
-1,318,898,1, that are pink with short steman
23,1061,899,5, that are spotted
-1,143,900,1, stamens are many with larger green anthers
-1,468,901,1, petals are light blue in color
0,2,902,1, the petals anthers pistil stamen and style of the flower are all yellow in color
72,378,903,2, the petals of this flower are orange with a long stigma
-1,469,904,1, this flower is orange with brown dots with a large stamen
-1,324,905,1, that are soft smooth
-1,830,906,1, that are orange with purple steman
0,2,907,1, this bunch of bright red flowers grow in large numbers have overlapping petals and are round shaped
39,632,908,3, cup shaped
-1,1074,909,1, these flowers are mostly pink
-1,853,910,1, white parts located closer to their stamens
-1,918,911,1, that are pink with a little white on the sides
0,2,912,1, the flower has purple petals pale yellow pistli and dark brown colored stamens
-1,413,913,1, that are skinny and long
-1,111,914,1, that are striped in the center
57,104,915,1, that are rounded and bunched together
4,6,916,2, that are white with yellow lines
0,2,917,1, the bright yellow petals of this flower are spiky and long
-1,13,918,1, they grow in a somewhat rounded form
-1,39,919,1, leaves are green incolor
0,2,920,1, flower is dark pink in color
0,2,921,1, this flower has small pink petals and yellow pistil as its main features
-1,444,922,1, nearly heart shaped
-1,323,923,1, there are many pointy stamens in the center
53,66,924,1, a very prominent pollen tube surrounded by several large wide yellow petals with rounded edges
10,118,925,3, the petals of this flower are pink with a long stigma
-1,375,926,1, purple petals sitting on top of peach pedicel
6,52,927,1, that are pink
-1,355,928,1, the stigma is also pink and spotted yellow
-1,503,929,1, that form a star appearance
0,2,930,1, this round flower has many long rounded petals in shades of pale purple
50,48,931,1, it's stamen
0,2,932,1, a yellow center surrounded by layers of thin white petals with slightly tapered tops
-1,1036,933,1, that are dull pink
73,417,934,1, the flower has round red petals and a long clear pollen tube
-1,478,935,1, that are wilted in appearance
0,2,936,1, the petals of this flower are red with a yellow pistil
0,2,937,1, that has small and pointy white petals on it
-1,670,938,1, the flower has numerous blue petals in the shape of grapes on a green pedicel
-1,814,939,1, that are orange in the center and fade out to a golden color on the edges
0,2,940,1, this flower has pale pink petals and a prominent yellow pistel
56,102,941,1, this flower has a lot of small white petals and no visible stigma
0,2,942,1, that are purple with stringy stamen
-1,384,943,1, this flower has skinny stamen and large light pink petals
0,2,944,3, that are white with yellow stamen
0,2,945,1, this flower has a dark purple petal on it with a white colored anther
0,2,946,1, this pretty flower has a large pink petal with a green edge
4,6,947,1, that are red and yellow in color
-1,529,948,1, this flower has broad orange pedals and long bright orange elongated filaments
-1,620,949,1, that are white on the tips
-1,763,950,1, this flower has five petals in purple patterns with very serrated edges
20,87,951,3, sepals are green in color
-1,514,952,1, flower is white in color
0,2,953,1, this flower has a starshaped yellow center with a narrow rim of white surrounded by bright blue ruffled petals
0,2,954,1, this flower has red petals as well as a green pedicel and sepal
-1,798,955,1, that look very sharp
31,44,956,1, that is green
0,2,957,1, a flower with bright red petals accompanied by yellow pistils
-1,243,958,1, the petals are large and stripped purple in color with a larger stigma
-1,527,959,1, that are wavy and spotted
-1,598,960,1, this is a dark blue flower with a green pistil
-1,512,961,1, that has curly edges
0,2,962,1, the flower has purple anther on top of spiked green petals
4,6,963,2, that are yellow and very thin
4,6,964,1, that are pale yellow with red centers and yellow filaments
0,2,965,3, the petals on this flower are yellow with yellow stamen
59,130,966,1, that are purple with white filaments and green anthers
-1,372,967,1, flowers are alternately arranged
-1,186,968,1, they are red in color with larger petals
41,902,969,3, the petals of this flower are purple with a long stigma
-1,237,970,1, that are orange in color
44,101,971,1, that is white in color
4,6,972,1, that are yellow
13,35,973,2, that are ruffled and wavy
0,2,974,1, this flower has several long smooth white petals with rounded edges
-1,862,975,1, that are wilted and large
3,11,976,1, long and oval shaped
-1,517,977,1, this flower has a lot of purple stamen and large purple petals and white stigma on it
-1,990,978,1, flower has circular white petals and oblong violet petals
-1,498,979,1, that are wavy and bright
0,2,980,1, this flower has short wide petals with pink and white coloring and several long white stamen with yellow anthers
0,2,981,1, this flower has petals in the shape of butterflies and are purple
58,109,982,1, this flower has purple pedals and white pedals with a little yellow inside
12,19,983,1, which are very ruffled
0,2,984,1, that are green with purple and white stamen
0,2,985,1, this flower has a white pistil with flat yellow petals underneath
-1,549,986,1, the stamen are not showing
-1,426,987,1, that are softsmooth and separately arranged like a disc around a big disc of stamen
70,349,988,2, that are pointed on the ends
68,293,989,2, that are curled inward
4,6,990,2, that are yellow in color
-1,849,991,1, that are ruffled and rounded
19,709,992,7, star shaped
-1,311,993,1, that are a lighter purple
-1,237,994,1, that are orange near the center
4,6,995,1, that are white with yellow style
-1,336,996,1, it look like a heart
-1,371,997,1, they meet the sepal
0,2,998,1, a wide yellow center surrounded by rounded white petals
-1,848,999,1, that are yellow and ruffled ogether
-1,548,1000,1, green curly blooms pointed red tips
-1,754,1001,1, that point straight up
-1,350,1002,1, that are thin and white stamens
74,690,1003,2, that are multicolored
-1,1003,1004,1, that start off white in color and end in a dark purple towards the tips
-1,541,1005,1, the petals on this flower are purple with white and brown spots
-1,459,1006,1, that are green wiht purple stiamne
5,59,1007,1, the petals of this flower are purple with a short stigma
0,2,1008,1, this flower has a combination of golden yellow and pale yellow pointed petals
0,2,1009,1, the petals of the flower are sharp and pointed and are orange in color
-1,458,1010,1, that are purple with dark dots
25,326,1011,4, that are spotted on the inside
-1,509,1012,1, this flower has a beautiful color of pinkish red with equal overlapping petals
-1,317,1013,1, that are thin and rounded
47,22,1014,1, that are large and pink with a yellow stigma
-1,377,1015,1, that are shaped slightly raggedly and surround a white center
-1,298,1016,1, that give the flower a four pointed star shape
0,2,1017,1, the flower has a peach and white petal with orange anther in the center
-1,400,1018,1, that are purple at the base white in the center and blue at the tips
14,45,1019,1, that are soft smooth thin and separately arranged around stamens
0,2,1020,1, the flower jhas many stamen with larger pink anthers
73,417,1021,1, the flower has long clear pollen tubes and a large white petal
0,2,1022,1, this flower has an outer ring of light purple coloring and an inner core of dark purple
-1,334,1023,1, that come out of the top of the flower
0,2,1024,1, the petals of this flower are yellow with many black and short stigmas
0,2,1025,1, that are light purple with white stamen
0,2,1026,1, this flower has thin white petals as its main feature
-1,794,1027,1, the petals of this flower are lavender with a long stigma
-1,502,1028,1, the multi colored flower is red and white
-1,535,1029,1, its yellow stamen are deep inside the petals
