final_id,group_id,start_id,freq,text
4,5,666,4, the batter swung at the ball without making contact
0,4,667,1, the ball landed on the edge of the strike zone
4,5,668,1, the ball landed on the ground before reaching the third baseman
4,5,669,1, the batter hit a single and ended up at first base
55,49,670,1, the hit was a home run and went over the outfield fence
-1,681,671,1, that works
62,64,672,1, that resulted in an out
6,93,673,3, the umpire called a strike
4,5,674,1, a ball hit into play on the ground
62,64,675,1, that resulted in a out
-1,557,676,1, it was ball 3
65,354,677,1, it went backward and out of play
-1,269,678,1, the ball got past the 2nd basemen
-1,823,679,1, the hitter got a single
4,5,680,1, the batter struck out and took a swing and a miss
-1,781,681,1, the batter hit ti out of play
4,5,682,1, batter hit the ball on the ground
-1,443,683,1, it was fielded by the defense
34,167,684,1, this is not a hit
4,5,685,1, it was a ground ball to the shortstop who then threw the runner to at first
0,4,686,2, which was outside the strike zone
-1,463,687,1, it was grounded through the hole at second base
4,5,688,4, the batter reached base safely
-1,837,689,1, the ground ball was not a hit
72,842,690,3, it was fielded by the shortstop
-1,88,691,1, he was thrown out at first
-1,761,692,1, it was hit out of the field of play and was not a home run
4,5,693,1, the batter swung and did not make contact
11,52,694,1, it was a called strike by the umpire
4,5,695,1, it was popped up and caught by the second baseman
-1,633,696,1, it was a swing and a miss at the pitch
4,5,697,1, it was a hit into left center field
-1,328,698,1, the pitch was outside
-1,742,699,1, the batter was awarded a walk
-1,644,700,1, the batter checked his swing at a pitch outsside the zone
20,9,701,1, the pitch was a ball
70,214,702,1, who threw the runner out at first
-1,407,703,1, the pitch was outside the strikezone low
-1,538,704,1, the pitch was low and inside for a ball
4,5,705,1, the batter hit the ball over the outfield wall for a home run
-1,603,706,1, it travels over the plate to the catcher
4,5,707,1, the batter hits the ball behind the foul line
-1,267,708,1, which lands safely on the field
60,593,709,3, it goes too wide to the left of the batter away from the strike zone
-1,501,710,1, the opposition did not catch it mid air
-1,256,711,1, the batter was later out at the first base
-1,786,712,1, which is caught out by the outfielder
-1,836,713,1, which travels in the strike zone
-1,351,714,1, it travels below the strike zone
-1,426,715,1, the hitter hit it into foul territory
-1,592,716,1, the 2nd baseman caught it on the fly
4,5,717,3, the right fielder caught it
-1,588,718,1, the 1st baseman caught it on the hop and touched 1st
-1,776,719,1, it crossed the strike zone
1,25,720,1, it did not cross the strike zone
-1,480,721,1, it crossed the plate without touching the strike zone
4,5,722,4, batter did not swing
-1,329,723,1, it was hit and caught in the air for an out
13,37,724,1, but it was caught for an out
4,5,725,1, then the batter hit the ball but landed in foul zone
-1,840,726,1, that was hit into the foul ball area
0,4,727,1, then the ball was in the strike zone
-1,843,728,1, the batter didn't argue with the call
-1,525,729,1, the ball was a grounder
-1,695,730,1, an attempt to tag the batter out
-1,628,731,1, the ball was thrown too
-1,89,732,1, and it was counted as a hit
56,492,733,4, who caught it
-1,284,734,1, the short stop caught after bouncing on the ground
-1,583,735,1, the umpire signaled it a foul and got some replacement balls
-1,819,736,1, which became a flyball
4,5,737,1, it was caught by the right outfielder
1,25,738,5, it did not cross the plate in the strike zone
4,5,739,1, the batter swung at the pitch and missed making it a strike
0,4,740,3, the pitch crossed the plate inside of the strike zone and was called a strike by the umpire
-1,732,741,1, the batter hit the ball to the short stop within the field of play
0,4,742,1, then it was out of the strike zone
4,5,743,7, the right fielder caught the ball
4,5,744,1, the batter hit a ground ball to third
4,5,745,1, the 3rd baseman fielded the ball and threw the runner out at first
0,4,746,1, it went in the strike zone
0,4,747,2, it went through the strike zone
4,5,748,1, the batter popped the ball in the air
4,5,749,1, it was caught by the right fielder
4,5,750,2, it landed for a base hit
4,5,751,1, and the batter swung at the ball and missed for a strike
4,5,752,1, the batter made contact with the ball and hit it to left center field
-1,762,753,1, the ball was not caught by the outfielder
-1,853,754,1, the runner made it to second base without being tagged or forced out
-1,682,755,1, the ball did not appear to be in the strike zone from the angle
18,19,756,6, the umpire ruled it a strike
-1,769,757,1, the opposing team caught it
-1,530,758,1, the ball was hit backwards behind the plate and out of play
4,5,759,1, the batter did not swing or make contact
4,5,760,1, the batter made contact with the ball and knocked it out of play
4,5,761,1, the batter swung and made contact and knocked the ball out of play
4,5,762,1, then the batter swung at the pitch and missed the ball without making contact
4,5,763,3, then the batter swung at the pitch and made some contact but failed to put the ball into the field of play
8,106,764,1, then the hitter made contact with the ball and hit it into the field of play
-1,552,765,1, the ball was hit directly downward
4,5,766,1, the fielder was able to catch the ball
-1,662,767,1, this was a base hit likely an extra base one
-1,475,768,1, which was likely only a single
-1,438,769,3, the ball landed in fair play
32,42,770,3, the ball wasn't caught for an out
42,78,771,2, the ball landed beyond the boundaries of fair play without getting caught
-1,476,772,1, strikes thrown
-1,622,773,1, balls thrown
4,5,774,1, the batter swung without hitting the ball
52,29,775,1, it was the third strike
25,21,776,2, it landed outside of the strike zone without being swung at by the batter
4,5,777,3, the batter swung and made contact with the ball
64,28,778,1, it went behind him
43,103,779,3, the umpire didn't call it a strike
0,4,780,1, the ball went outside the strike zone
4,5,781,1, then the batter swung and hit the ball on the ground to the third baseman
4,5,782,1, then the batter swung at it and missed
0,4,783,6, the ball was outside the strike zone
8,106,784,1, the hitter hit the ball up in the air and outside the field of play
69,0,785,1, the ball was hit in play on the ground by the batter
4,5,786,1, the hitter swung at the pitch and missed the ball
-1,373,787,1, the batter hit the ball out of the field of play not fair
-1,77,788,1, the pitch missed the strike zone
11,52,789,1, it was ruled a ball by the ump
4,5,790,1, the batter hit the ball into play on the ground
59,30,791,1, it was low hit the dirt and bounced off the catcher
4,5,792,3, the batter hit the ball out of play
4,5,793,1, it was caught by the centerfielder
4,5,794,4, the batter hit a ground ball to the shortstop
4,5,795,6, the batter swung
-1,561,796,1, a foul tip is considered a strike
6,93,797,2, umpire called it a strike
4,5,798,1, the batter hit it in the air backwards
33,14,799,1, it ended up in foul territory
0,4,800,1, the ball hit the strike zone
0,4,801,1, the ball crossed over the plate in the strike zone
0,4,802,2, the pitch crossed the plate in the strike zone
0,4,803,1, the ball crossed the plate in bottom of the strike zone
0,4,804,1, the ball crossed the plate below the strike zone
3,20,805,1, the umpire called a ball
4,5,806,1, the batter hit the ball over the outfielders and into the seats
-1,152,807,2, this is a homerun
4,5,808,1, the batter hit the pitch
4,5,809,1, the batter got a hit
4,5,810,1, who threw it to the 2nd baseman for the force out
4,5,811,1, he threw it to the first baseman for another out completing a double play
4,5,812,1, the batter hit the ball to the shortstop on the ground
-1,768,813,1, the shortstop threw the ball to the first baseman for the out
75,825,814,3, it was above the strike zone
4,5,815,1, the batter hit a ground ball between first and second base
4,5,816,2, the batter hit a fly ball to right field
-1,586,817,2, the batter hit a pop up
4,5,818,1, third baseman caught the ball
4,5,819,1, the batter hit a fly ball to left field
4,5,820,1, the left fielder caught the ball
4,5,821,1, the ball was hit to the right fielder
4,5,822,2, the batter swung and missed at the pitch
4,5,823,1, the ball was hit on the ground to the first baseman
4,5,824,1, the ball is hit on the ground to the third baseman
4,5,825,1, the batter hits the ball foul out of play
-1,772,826,1, the batter hits the ball foul towards the dugout
-1,334,827,1, the batter takes the pitch
6,93,828,1, the umpire calls it a strike
-1,550,829,1, the batter takes the pitch inside for a ball
4,5,830,1, the batter hits the ball backwards for a foul
4,5,831,6, a batted ball settled on foul territory
4,5,832,3, a batted ball fell over foul territory
-1,597,833,2, a batted ball bounced on and caught in fair territory
9,200,834,1, a pitch was outside the strike zone
4,5,835,1, a batted ball caught by a left fielder
4,5,836,1, batter hit a ground ball to third base and was thrown out
4,5,837,1, batter did not swing at ball outside of the strike zone
4,5,838,1, that was caught by the first basemen
9,200,839,1, the pitch was outside of the strike zone high
4,5,840,1, batter hits it into the air
4,5,841,1, it was caught by the first basemen
4,5,842,1, batter hit a fly ball over the fence for a home run
4,5,843,3, the batter swung at the pitch and missed
4,5,844,1, the batter hit the ball out of bounds to the first base side
4,5,845,1, then the batter hit the ball out side the field of play
4,5,846,3, then the batter hit the ball into the field of play
4,5,847,1, then the batter hit the ball into foul territory
4,5,848,1, the batter hit the ball into play
4,5,849,1, then the batter hit the ball outside of the park fair for a home run
4,5,850,1, then the batter swung on the pitch but missed
4,5,851,4, the batter hit the ball into center field
11,52,852,1, but the umpire called it a strike
4,5,853,2, the batter swung and hit the ball on the ground
4,5,854,1, the fielder caught the ball
-1,402,855,1, it was an out
-1,827,856,1, it landed inside the fair play area
-1,295,857,1, which resulted in two outs
-1,462,858,1, he reached base after the hit
4,5,859,1, the batter hit the ball outside the fairplay area
0,4,860,1, and it was inside the strike zone
17,99,861,5, he swung and missed
-1,243,862,1, he pulled his bat back in time
-1,656,863,1, a base hit up the middle
-1,338,864,1, he fouled it off
-1,33,865,1, he hit it up the middle
33,14,866,2, it landed in foul territory
-1,581,867,1, the defender caught it for an out
-1,596,868,1, the ball landed on the ground before reaching the defender
-1,396,869,1, the ball was up and in but didn't hit him
4,5,870,1, the batter hit it up in the air
16,212,871,7, it was caught
4,5,872,2, he swung and hit the ball
-1,310,873,1, it didn't stay in play
-1,327,874,1, it was still in play
-1,402,875,1, he was out
-1,807,876,1, it went in the stands
-1,749,877,1, then he swung and hit to right field and got on first base
-1,467,878,1, the ball went into the stands
45,47,879,2, it was foul
4,5,880,1, the batter swung and popped the ball up down the third base line
4,5,881,1, the third baseman was able to catch it
-1,494,882,1, it was too high
45,47,883,1, it went foul
-1,549,884,1, puig didn't put the ball in play
-1,727,885,1, he stayed alive to face another pitch
-1,706,886,1, the pitch clipped the corner of the strike zone on the side of the plate opposite the batter
4,5,887,1, he hit it off the ground
-1,851,888,1, the ball went foul
-1,859,889,1, the batter's box
0,4,890,1, that dipped out of the strike zone
4,5,891,1, the batter swung right over the pitch and missed it
-1,500,892,1, it was a 96 miles per hour fastball at the top of the strike zone
-1,573,893,1, the pitch was over the plate but low missing the strike zone
-1,829,894,1, the batter took the pitch realizing it would be a ball
-1,652,895,1, that started on the outside corner of the plate and took a sharp dip
-1,800,896,1, the left fielder and center fielder made their way towards the ball in the air
4,5,897,1, eventually the left fielder made the catch for the out
21,7,898,7, the batter's knees
-1,740,899,1, that landed right in the middle of the strike zone
-1,515,900,1, it was a strike anyway due to the location
-1,468,901,1, the batter swung at the pitch grounding the ball to the second baseman astro's jose altuve
-1,738,902,1, who couldn't catch the ball in the air
-1,691,903,1, made the play to first base to get the out
4,5,904,1, the ball was hit to centerfield
4,5,905,1, the centerfielder caught it
10,82,906,6, the ball was below the strike zone
4,5,907,1, the batter hit a ground ball to first baseman
4,5,908,4, the batter hit a ground ball to the third baseman
4,5,909,3, the batter hit the ball to right field
4,5,910,1, the man on plate hit the ball on the ground and was thrown out at first base
4,5,911,1, the batter struck the ball
-1,670,912,1, it went on the ground past the pitcher
-1,650,913,1, the announcers declared it a ball
4,5,914,1, the batter hit the ball into the left field for a hit
4,5,915,6, the batter didnt swing
-1,720,916,1, a strike was thrown
-1,753,917,1, this was announced as his third strike
-1,263,918,1, the announcers said he just got a piece of the ball enough to go foul
-1,817,919,1, he was going to get a double
-1,702,920,1, the ball hit by the batter
-1,828,921,1, which landed outside the foul line
-1,257,922,1, the striker hit the ball within the fair play area
-1,247,923,1, it reached the striker
-1,257,924,1, the striker hit the ball in fair play area
-1,534,925,1, which was picked up by a fielder
4,5,926,1, which was caught by a fielder
-1,345,927,2, which landed behind the foul lines
22,39,928,1, batter made contact
-1,279,929,1, it flew out of field of play
0,4,930,6, it landed in the strike zone
4,5,931,1, the batter swung the bat and did not make contact with the ball
-1,190,932,1, it counts as a strike
-1,618,933,1, the catcher was still able to catch the ball
10,82,934,1, it fell below the strike zone
4,5,935,1, the batter didn't swing the bat
-1,152,936,1, it counts as a homerun
-1,645,937,1, the ball flew over the short stop and landed on the ground
4,5,938,1, it counts as a base hit
4,5,939,1, the third baseman caught it off the ground and threw to second
4,5,940,1, the second baseman threw it to first for the double play
-1,558,941,1, it bounced to the shortstop
4,5,942,1, a ground ball was hit between the third baseman and shortstop
-1,616,943,1, the batter reached base well before the throw classified as an infield single
4,5,944,1, the batter taking a swing
-1,291,945,1, that is out of catching range for the infielders and outfielders reaching base on a single
4,5,946,1, the batter took a swing yet failed to make contact
-1,546,947,1, the pitch sailed a bit on the pitcher crossing the plate well above the strike zone
-1,420,948,1, a ground ball was hit by the batter yet rolled into foul territory before clearing third base
-1,709,949,1, the pitch was perfectly placed to clear the strike zone in the lower left corner
-1,517,950,1, the pitch was thrown far too low coming nowhere close to the strike zone
-1,625,951,1, the pitch seemed to barely catch the outside corner and could have gone either way as a ball or a strike
11,52,952,1, in this case the umpire ruled it a strike
4,5,953,1, the batter hit a ground ball to second baseman
4,5,954,1, the batter hit a ground ball to second base
4,5,955,1, the batter hit a ground ball to the first baseman
-1,419,956,1, then the batter makes contact not in pla
-1,469,957,1, the batter contacted for the outfielder t catch
-1,486,958,1, it was hit backwards
-1,512,959,1, then it was hit right to the shortstop
-1,697,960,1, the fielders head
-1,531,961,1, then it is hit into the fans
-1,520,962,1, then the ball is hit backwards
4,5,963,1, the batter swung at the ball but missed
24,8,964,1, the pitcher threw a strike
4,5,965,1, the hitter did not swing at it
-1,803,966,1, not a hit the runner was thrown out at first
43,103,967,1, the umpire did not call it a strike
8,106,968,2, ball was hit out of bounds
4,5,969,1, ball was hit into the outfield
4,5,970,1, ball went outside the 3rd base line
35,51,971,1, the umpire called the ball a strike
4,5,972,1, the ball was caught by the out fielder
4,5,973,3, batter swung and missed
-1,15,974,1, short stop caught the ball in the air
4,5,975,3, the ball hit the ground
4,5,976,1, the batter singled to center field
-1,348,977,1, it was outside the strike zone per the umpire
-1,824,978,1, and the batter grounded to the short stop who then turned the double play for 2 outs
-1,797,979,1, and it was ruled outside the strike zone per the umpire too high
32,42,980,1, the ball was not in play
41,59,981,4, it was out of bounds
-1,440,982,1, it was in bounds
-1,785,983,1, the hitter made it safe to 1st base
4,5,984,1, the batter took a swing at the pitch
-1,251,985,2, he missed
5,63,986,1, therefore it was a strike
4,5,987,1, the ball was caught by a player in the outfield
31,6,988,1, the hitter took a swing at the ball
4,5,989,2, it was caught by the left fielder
4,5,990,1, then the batter swung hard and missed
4,5,991,1, then the batter swung but missed
-1,722,992,1, then the batter hit the ball into the outfield but ended up being a foul ball
-1,792,993,1, the ball was a strike over the plate
-1,27,994,1, what looks like a double
0,4,995,1, went to the outside of the plate resulting in a ball
-1,169,996,1, then the batter took a ball
57,31,997,2, the ball was low
-1,169,998,1, the batter took a ball
-1,490,999,1, the batter taking the strike
-1,675,1000,1, the right field stands
-1,617,1001,1, the went over the inside corner on puig
-1,395,1002,1, called it strike 2
-1,481,1003,1, the hitter fouled it on the ground on the right side
-1,788,1004,1, the hitter is longest tenured dodger
0,4,1005,1, it went over the plate in strike zone
4,5,1006,1, the hitter fouled the ball to the left stands
-1,473,1007,1, the hitter hit the ball on the ground to altuive on the right side
-1,826,1008,1, he threw out the lead runner at 2nd base
-1,759,1009,1, hitter stays at 1st
0,4,1010,1, it went over the plate as a strike 1
4,5,1011,1, 2nd baseman threw to first baseman and got the hitter out
52,29,1012,1, it was the 3rd strike
-1,574,1013,1, the catcher dropped the ball making the runner eligible to run to first
-1,796,1014,1, the hitter was thrown out
4,5,1015,1, the center baseman caught the ball for an out
4,5,1016,1, the batter hit a groundball to the first baseman
-1,808,1017,1, the batter took a pitch for a called ball
4,5,1018,1, the hit a foul ball behind the plate
-1,846,1019,1, the batter hit a foul ball down right field side of the stadium
4,5,1020,1, the batter hit a foul ball directly behind home plate
4,5,1021,1, the batter hit an infield pop up caught by the first baseman
-1,686,1022,2, the batter took an inside pitch for a called ball
1,25,1023,3, the pitch did not cross the plate inside of the strike zone
20,9,1024,6, the pitch was called a ball by the umpire
4,5,1025,4, it was caught in the air by the right fielder
-1,450,1026,1, it bounced off the wall for a hit
0,4,1027,1, the ball crossed the plate inside the strike zone and was called a strike by the umpire
4,5,1028,7, the batter hit the ball on the ground to the second baseman
4,5,1029,1, the ball was hit on the ground
0,4,1030,2, it hit the strike zone
4,5,1031,3, the batter hit a foul ball
-1,104,1032,1, the batter hit the ball on the ground up the middle
4,5,1033,1, the center fielder ran and caught the ball
4,5,1034,1, the hitter hit the ball on the ground to the 3rd baseman who then threw the batter out at first base
-1,23,1035,1, the hitter hit the ball in foul territory on the right field side
-1,464,1036,1, it was inside
4,5,1037,1, the hitter swung at the ball and missed
-1,466,1038,1, which sailed in the back of home plate into the crowd
31,6,1039,1, the hitter got a hit
-1,844,1040,1, the ball got there first
-1,426,1041,1, the hitter hit the ball into foul territory
4,5,1042,3, the batter hit it in foul territory
-1,36,1043,1, no fielder caught it
-1,241,1044,1, it was a ground rule double hopped over the fence into the crowd
0,4,1045,1, the ball was over the plate and called a strike by the umpire
4,5,1046,1, the batter swung at it and missed
4,5,1047,1, the batter hit it foul territory behind the catcher
4,5,1048,1, the batter hit it through the right side of the infield for a hit
10,82,1049,1, it was way below the strike zone
-1,224,1050,1, he had to reach down far and missed it even
-1,268,1051,1, ran in from outfield to catch it
15,58,1052,1, it was catch in the air
-1,568,1053,1, the ball made a direct line for near the bleachers
4,5,1054,1, then it was caught in mid air by the outfielder
-1,444,1055,1, the batter fouled it off hard and to the right
4,5,1056,1, the batter hit the ball hard into the outfield
-1,385,1057,1, it was not caught in mid air
4,5,1058,1, the batter swung at a low pitch
5,63,1059,2, therefore it is a strike
-1,852,1060,1, the swing did not count
-1,668,1061,1, it was just counted as a ball
-1,545,1062,1, the pitch was a bit too inside
-1,818,1063,1, the ball was to the side of the strike zone counting as a ball
4,5,1064,1, the batter hit the ball on the ground to the 3rd baseman and reached 1st base before the throw
4,5,1065,2, the batter hit the ball in the air to the outfield
4,5,1066,1, it was caught on the fly by the center fielder
24,8,1067,1, the pitcher threw the ball outside the strike zone
-1,764,1068,1, the ball was not throw over the plate and between the shoulders  the knees
-1,194,1069,1, the ball arrived
8,106,1070,2, the ball was hit into the field of play
4,5,1071,1, it was caught on the fly by the outfielder
4,5,1072,1, batter popped out to third baseman
27,13,1073,1, that did not land on field of play
-1,119,1074,1, batter tipped ball
1,25,1075,1, ball did not cross through strike zone
4,5,1076,1, batter didn't swing
4,5,1077,1, batter did not swing at ball not in strike zone
-1,245,1078,1, that did not stay in field of play
4,5,1079,2, batter did not swing at pitch in strike zone
4,5,1080,1, then the batter hit a line drive to the center fielder
4,5,1081,1, then the batter hit it out of play
4,5,1082,1, then it was hit on the ground
8,106,1083,1, then it was hit out of play
8,106,1084,3, then it was hit out of bounds
-1,456,1085,1, the leftcenter gap leading to a double
3,20,1086,1, then the umpire called it a ball
4,5,1087,1, then it was hit into the air and caught by the third baseman
-1,726,1088,1, the batter hit the ball into right field and got on base
-1,627,1089,1, dude smacked the ball off the green monster for a hit
-1,680,1090,1, the pitch was a foot off the plate for a ball
15,58,1091,1, that was caught in air
-1,579,1092,1, dude smoked it down the line for a hit
4,5,1093,1, batter hits it past shortstop for a hit
-1,542,1094,1, the batter smoked a home run over the left field fence
4,5,1095,1, the batter to reach first base
-1,674,1096,1, then the batter swung made contact and hit the ball behind him into the netting
4,5,1097,1, then the batter swung and didn't make contact
76,3,1098,1, the pitch went low
-1,609,1099,1, the batter faked a bump attempt and pulled back
-1,343,1100,1, then the batter swung made contact and sent the ball straight down and into the dirt behind the plate
4,5,1101,1, it was caught by the second baseman
4,5,1102,1, then the batter swung at but didn't make contact with the pitch
-1,154,1103,1, it was slightly outside of the strike zone
4,5,1104,1, the batter reached first base safely
4,5,1105,1, the batter was thrown out at first base on a ground ball to the shortstop
0,4,1106,1, it landed outside of the strike zone
-1,565,1107,1, it was a long hit to mid center field
-1,307,1108,1, it was inside the box
4,5,1109,1, and the player caught the ball
4,5,1110,3, the ball was in foul territory
-1,712,1111,1, the ball was outside the box and did batter did not swing
-1,498,1112,1, the fielder's glove
17,99,1113,1, he swung and miss
-1,399,1114,2, the ball was caught in the air
-1,107,1115,1, it was a ball high
-1,398,1116,2, it was fielded by the second baseman
-1,780,1117,1, the batter hit the ball backwards over the net and out of play
-1,423,1118,1, who did not hold on to it
-1,394,1119,1, the ball sailed a couple of feet to the left of the plate
4,5,1120,1, the batter hit it on the ground to left field
-1,150,1121,1, and the batter did swing at a pitch in the strike zone
4,5,1122,1, batter swung and hit a ball behind the back stop
4,5,1123,1, the batter hit the ball to left field
-1,150,1124,1, the batter did swing at a pitch inside the strike zone
4,5,1125,2, the batter did not swing at a pitch outside the strike zone
4,5,1126,1, the batter hit a pop up to the first baseman
33,14,1127,1, that was caught in foul territory
-1,452,1128,1, it was high and outside
-1,812,1129,1, id not go into fair territory
-1,283,1130,1, it fell into fair territory without being caught
33,14,1131,1, it landed in foul territory in the stands
2,22,1132,2, it's a ball
-1,653,1133,3, the ball was hit and landed in the fair zone before being caught
12,120,1134,7, the batter is out
-1,369,1135,1, the ball was tipped by the batter and landed in the crowd behind the plate
41,59,1136,1, it's out of bounds
7,96,1137,3, it's a foul ball
29,46,1138,2, it's a hit
-1,571,1139,1, ground ball turned into a double play 643
-1,699,1140,1, both players are out
-1,176,1141,1, it's the end of the inning
4,5,1142,1, the hitter hit a ground ball to the shortstop
-1,725,1143,1, the ball was popped up and caught on the infield
-1,392,1144,1, the hitter hit a ground ball up the middle for a base hit
-1,724,1145,1, the hitter swung and fouled off the pitch to the right side
4,5,1146,1, the hitter swung and fouled off the ball
-1,43,1147,1, it was caught below the strike zone resulting in a called ball
0,4,1148,1, the ball was far outside the strike box
24,8,1149,1, the pitcher threw a ball just outside the strike box
53,414,1150,2, the ball was in the center of the strike box
-1,773,1151,1, the ball was barely inside the strike box
-1,206,1152,1, the ball was outside
-1,38,1153,1, the outfielder wasn't able to catch the ball
4,5,1154,1, the batter hit a home run
4,5,1155,2, the batter hit the ball out of the field of play
-1,757,1156,1, the ball was hit to the first baseman within the field of play
-1,508,1157,4, contacted the screen behind home plate making it a foul ball
4,5,1158,1, the batter hit the ball into the leftcenter gap for a double
23,1,1159,1, it was caught by the catcher outside of the strike zone and called a ball by the umpire
-1,232,1160,1, it was caught in foul territory by the third baseman
4,5,1161,2, the fielder caught the ball in the air
4,5,1162,2, the infielder could catch it
-1,606,1163,2, then the batter hit the ball and was not caught by the outfielder
4,5,1164,1, the outfielder caught it in the air
4,5,1165,2, the outfielder caught the ball in the air
4,5,1166,2, then the batter swung and missed the ball
4,5,1167,1, then the batter hit the ball out of play
73,264,1168,3, it hit the ground before being fielded
4,5,1169,4, the batter hit the ball outside of the field of play for a foul ball
-1,73,1170,1, it was fielded by the pitcher
4,5,1171,2, it was caught in the air by the left fielder
-1,860,1172,2, the batter tried to check his swing
-1,161,1173,1, he offered at the pitch making it a strike
1,25,1174,1, it did not cross the plate inside of the strike zone
-1,325,1175,1, the pitch was thrown
-1,249,1176,1, the batter looked to bunt and pulled away and was called a strike
61,101,1177,1, it went out of play
-1,281,1178,1, taken off the plate making it a ball
-1,308,1179,1, the pitch was outside of home plate
-1,32,1180,1, the player didnt swing
-1,80,1181,1, the ball was right down the middle over the plate in the strike zone
-1,231,1182,1, the player made connection with the ball towards the 3 rd baseman
-1,118,1183,1, he threw the ball to first to get the out
-1,287,1184,1, his throw was too late
-1,206,1185,1, the ball was outside for a ball
4,5,1186,1, made contact sending a fly ball to the outfield
-1,53,1187,1, get there in time to catch the ball
-1,233,1188,2, it dropped in for a hit
37,193,1189,1, made contact hitting the ball back to the pitcher
-1,88,1190,1, but he was thrown out at first
-1,751,1191,1, the infield fly rule was in effect
-1,605,1192,1, there is less then 2 outs and runners on first and second or loaded
-1,246,1193,1, the defense dropping the ball and creating a easy double play
49,84,1194,1, who threw him out
21,7,1195,1, the batter's knees and shoulders
4,5,1196,1, it was caught by the left fielder before touching the ground
-1,401,1197,1, it sailed past
19,95,1198,1, which counts as a home run
-1,750,1199,1, it reached the shortstop
4,5,1200,2, the batter hit the ball into the stands in foul territory
0,4,1201,1, the ball landed on edge of the strike zone
-1,24,1202,1, the ball landed on the ground before reaching the outfield
4,5,1203,1, the ball landed on the ground before reaching the shortstop
4,5,1204,1, the batter hit the ball backward out of play
3,20,1205,1, the umpire to rule it ball
-1,510,1206,1, then it landed outside the strike zone for the ump to rule it a ball
-1,253,1207,1, who caught it and threw the runner out
4,5,1208,1, the batter hit a fly ball off the wall in left field for a stand up double
-1,288,1209,1, who fielded it and tried to throw him out at 1st
36,806,1210,2, which made it a strike
-1,316,1211,1, it landed too far inside the plate and too close the batter
24,8,1212,1, the pitcher threw a nice pitch over the plate and in the strike zone
-1,141,1213,1, the batter decided not to swing
-1,585,1214,1, announcers thought it may have been a ball though
-1,604,1215,1, foul ball hit on strike 1
63,12,1216,1, the ball was hit foul on strike 2
-1,857,1217,1, the batter hit a foul on 0 strikes
4,5,1218,1, the batter hit it to mid center field for a hit
4,5,1219,1, the batter hit it to right center field for a hit
-1,75,1220,1, the batter hit a foul down the right field line
-1,368,1221,1, it was hit into the air and caught by a player in short left field by an infielder
8,106,1222,4, it was hit out of bounds
77,330,1223,3, it was not in the strike zone
4,5,1224,1, the batter hit it on the ground to the 1st baseman
4,5,1225,1, an outfielder caught it
4,5,1226,2, batter didnt swing
6,93,1227,2, the umpire called it as a strike
-1,97,1228,1, that was caught by shortstop
-1,333,1229,1, it was outside the striking box
-1,323,1230,1, it was inside the striking box
-1,248,1231,1, it went outside the foul lines
-1,733,1232,1, the outfielder managed to slide catch
4,5,1233,1, batter swung and missed it
0,4,1234,2, the ball landed within the strike zone
-1,130,1235,1, a line drive
-1,612,1236,1, that did not result in an out
-1,752,1237,1, the ball to fly back into the stands in foul territory
4,5,1238,1, it landed on the ground before reaching the shortstop
-1,524,1239,1, it landed on the ground before reaching the pitcher
-1,119,1240,1, the batter tipped the ball
4,5,1241,1, the ball landed on the ground and went backward out of play
4,5,1242,1, the batter hit the ball over the shortstop and into center field
-1,297,1243,2, the catcher's mitt
23,1,1244,1, the catcher caught it near the strike zone
4,5,1245,1, the batter hit it up high
-1,412,1246,1, it went down the rightfield line and out of play
4,5,1247,1, the batter hit it back and out of play
23,1,1248,1, the catcher caught it outside of the strike zone
3,20,1249,6, the umpire ruled it a ball
-1,278,1250,1, he popped out to the short stop
54,40,1251,1, he hit a foul ball
4,5,1252,1, he hit a ground ball out to the 2nd baseman
-1,638,1253,2, he grounded out to the pitcher
-1,580,1254,1, pop fly to the shortstop
4,5,1255,2, the batter hit the ball to centerfield
4,5,1256,2, the batter hit the ball to foul territory
4,5,1257,1, the batter hit the ball to high left field
4,5,1258,1, the leftfielder caught the ball
-1,685,1259,1, the ball was above the strike zone
31,6,1260,1, the hitter hit it
-1,506,1261,1, the shortstop threw to first
4,5,1262,1, the batter could reach first base
32,42,1263,1, the ball didn't fly in the air
-1,700,1264,1, it landed and rolled on the ground
-1,83,1265,1, it is a ground ball
66,185,1266,1, the batter did not swing at the ball and just took the pitch
0,4,1267,1, the ball landed high and outside the strike zone
-1,289,1268,1, the umpire called it a ball instead of a strike
4,5,1269,1, he hit it towards the left of the third base line
-1,795,1270,1, it landed on the dirt left of the line in foul territory
-1,472,1271,1, therefore the ball was hit foul and not fair
66,185,1272,1, the batter did not swing and just took the pitch
-1,286,1273,2, the pitch landed low and outside the strike zone
-1,376,1274,1, the umpire called it a ball and not a strike
4,5,1275,1, which bounced on the ground towards the second baseman
4,5,1276,1, threw it to the first baseman to beat the runner and get the ground out
4,5,1277,1, the batter hit the ball and knocked it out of play
-1,347,1278,1, it went backwards past home plate
-1,777,1279,1, the fielders moved in on it
-1,389,1280,1, the batter didn't run for the bases
4,5,1281,1, the batter hit a high fly ball out towards center field
4,5,1282,2, it could hit the ground
12,120,1283,1, the batter is now out
66,185,1284,1, the hitter did not swing and just took the pitch
-1,376,1285,1, the umpire called it ball and not a strike
4,5,1286,1, the batter hit a pop fly ball to shallow leftcenter field
