manual_id,final_id,group_id,simple_prune_id,raw_id,freq,text
-1, -1, 259, 447, 1863, 3,"You don't have hit."
-1, -1, 192, 448, 1864, 3,"You don't have hit as an option."
-1, -1, 117, 449, 1878, 5,"The umpire indicated."
-1, -1, 148, 450, 1879, 4,"The umpire didn't call it a strike."
30, -1, 2, 451, 1881, 6,"The ball was outside the strike zone."
-1, -1, 149, 453, 1883, 6,"The outfield player caught the ball in mitt."
-1, -1, 413, 454, 1884, 3,"The player caught the ball."
1, -1, 107, 456, 1894, 5,"The hitter missed the ball."
-1, -1, 50, 457, 1901, 5,"The foul."
119, -1, 272, 459, 1903, 3,"The batter tipped the ball."
37, -1, 334, 460, 1911, 3,"The ball crossed over the plate."
-1, -1, 43, 461, 1913, 3,"The pitch crossed the plate in the strike zone."
84, -1, 190, 464, 1921, 3,"This is a homerun."
-1, -1, 132, 465, 1937, 4,"He threw it."
120, -1, 230, 466, 1943, 3,"The shortstop threw the ball."
-1, -1, 1, 467, 1944, 3,"The shortstop threw the ball to the baseman."
-1, -1, 1, 468, 1946, 3,"The shortstop threw the ball to the first baseman."
121, -1, 123, 469, 1948, 4,"It was above the strike zone."
-1, -1, 306, 470, 1952, 3,"The batter hit a fly ball to right field."
-1, -1, 133, 471, 1953, 4,"Up."
-1, -1, 314, 472, 1960, 3,"The ball was hit to the first baseman."
-1, -1, 370, 476, 1977, 6,"A ball settled."
-1, -1, 232, 477, 1978, 6,"A batted ball settled."
-1, -1, 191, 478, 1979, 6,"A ball settled on territory."
122, -1, 127, 480, 1981, 6,"A ball settled on foul territory."
-1, -1, 142, 481, 1982, 6,"A batted ball settled on foul territory."
-1, -1, 312, 482, 1983, 3,"A ball fell."
-1, -1, 234, 483, 1984, 3,"A batted ball fell."
-1, -1, 294, 485, 1986, 3,"A batted ball fell over territory."
-1, -1, 414, 486, 1987, 3,"A ball fell over foul territory."
-1, -1, 161, 487, 1988, 3,"A batted ball fell over foul territory."
-1, -1, 135, 489, 1992, 3,"A batted ball."
0, -1, 85, 490, 2001, 12,"Batter did not swing."
0, -1, 102, 491, 2002, 3,"Batter did not swing at ball."
-1, -1, 318, 492, 2003, 4,"Batter hit a fly ball."
-1, -1, 64, 493, 2025, 7,"The batter hit the ball into center field."
-1, -1, 114, 494, 2026, 3,"It looked."
-1, -1, 352, 495, 2037, 3,"Is a strike."
-1, -1, 63, 496, 2045, 3,"It landed in territory."
122, -1, 158, 497, 2046, 3,"It landed in foul territory."
3, -1, 140, 498, 2053, 8,"He hit the ball."
103, -1, 220, 499, 2062, 3,"The ball went into the stands."
66, -1, 20, 500, 2063, 4,"It was foul."
3, -1, 207, 501, 2064, 6,"Hit the ball."
-1, -1, 70, 502, 2099, 4,"The ball ended."
-1, -1, 47, 503, 2120, 5,"The batter took the pitch."
97, -1, 188, 505, 2172, 6,"The ball was below the strike zone."
-1, -1, 178, 507, 2176, 3,"The batter hit the ball to right field."
-1, -1, 211, 510, 2211, 3,"The batter looked."
-1, -1, 208, 511, 2224, 3,"Which was picked."
-1, -1, 411, 513, 2232, 3,"The catcher was able."
-1, -1, 105, 515, 2248, 4,"The second baseman threw it."
123, -1, 77, 516, 2279, 5,"The batter took a swing."
-1, -1, 14, 517, 2301, 3,"The batter hit a ground ball to base."
123, -1, 77, 519, 2349, 3,"The hitter took a swing."
-1, -1, 143, 520, 2357, 4,"The batter took a ball."
44, -1, 37, 521, 2358, 5,"The ball was low."
-1, -1, 199, 523, 2407, 3,"The hitter was thrown."
22, -1, 115, 524, 2435, 17,"The pitch was called a ball."
89, -1, 65, 526, 2437, 7,"The pitch did not cross the plate."
-1, -1, 100, 527, 2438, 7,"Where it was caught in the air by the fielder."
-1, -1, 44, 528, 2439, 5,"Where it was caught in the air by the right fielder."
73, -1, 167, 529, 2443, 11,"The batter hit a line drive."
63, -1, 198, 530, 2479, 3,"The batter hit it in territory."
0, -1, 102, 534, 2564, 4,"Batter did not swing at pitch."
0, -1, 102, 535, 2565, 4,"Batter did not swing at pitch in strike zone."
-1, -1, 66, 537, 2570, 4,"It was hit into the air."
-1, -1, 152, 539, 2608, 4,"The batter pulled."
-1, -1, 126, 540, 2611, 4,"Sent the ball."
-1, -1, 11, 541, 2636, 3,"The ball was in territory."
-1, -1, 219, 543, 2647, 6,"Where it was fielded."
-1, -1, 93, 544, 2673, 3,"The batter hit the ball to left field."
-1, -1, 204, 548, 2692, 3,"Landed in the zone."
-1, -1, 69, 549, 2693, 3,"Landed in the fair zone."
66, -1, 84, 550, 2700, 4,"It's a foul ball."
-1, -1, 179, 551, 2722, 3,"The ball was in the center."
-1, -1, 432, 552, 2730, 8,"Which contacted the screen."
-1, -1, 193, 553, 2731, 8,"Which contacted the screen behind home plate."
-1, -1, 183, 554, 2732, 8,"Which making."
-1, -1, 67, 555, 2737, 3,"Called a ball."
-1, -1, 174, 556, 2738, 3,"Called a ball by the umpire."
-1, -1, 76, 557, 2746, 4,"The fielder caught the ball in the air."
-1, -1, 88, 559, 2757, 4,"Where it was caught by the left fielder."
-1, -1, 121, 560, 2762, 3,"The batter tried."
-1, -1, 61, 561, 2768, 4,"The ball was right down the middle."
-1, -1, 32, 562, 2769, 4,"The ball was right down the middle in the strike zone."
-1, -1, 330, 563, 2778, 4,"The player made."
-1, -1, 322, 564, 2779, 5,"Contact."
-1, -1, 129, 565, 2795, 3,"From."
-1, -1, 176, 566, 2831, 3,"It landed outside the strike zone."
-1, -1, 184, 567, 2850, 4,"Which made."
-1, -1, 412, 568, 2872, 3,"The ball was hit foul."
124, -1, 175, 569, 2874, 4,"The batter hit a popup."
-1, -1, 185, 571, 2935, 7,"The umpire ruled it a ball."
-1, -1, 304, 572, 2943, 3,"He grounded."
-1, -1, 25, 574, 2990, 5,"The baseman threw it to the baseman."
-1, -1, 106, 575, 2992, 3,"The baseman threw it to the first baseman."
-1, -1, 116, 576, 3021, 3,"The left fielder."
-1, -1, 147, 579, 3049, 5,"It went into territory."
41, -1, 146, 580, 3051, 4,"It went into foul territory."
125, -1, 95, 581, 3053, 3,"It was not hit."
-1, -1, 215, 582, 3108, 4,"It would not matter."
-1, -1, 218, 583, 3112, 3,"It had been."
-1, -1, 91, 584, 3113, 3,"It had been in the strike zone."
4, -1, 118, 585, 3143, 3,"The batter grounded the ball."
66, -1, 84, 587, 3152, 4,"This is a foul ball."
-1, -1, 186, 588, 3211, 3,"The hitter Swang."
-1, -1, 78, 589, 3212, 3,"The Hitter Swang at a pitch."
-1, -1, 196, 590, 3220, 3,"The pitch missed."
-1, -1, 209, 591, 3234, 5,"The pitch went."
-1, -1, 200, 593, 3238, 3,"The batter hit the pitch into the air."
-1, -1, 159, 594, 3242, 3,"The batter drove the ball."
-1, -1, 165, 595, 3260, 5,"Who threw the ball."
-1, -1, 292, 596, 3315, 3,"It passed base."
-1, -1, 60, 597, 3321, 3,"The third baseman caught the ball."
-1, -1, 49, 598, 3322, 3,"The third baseman threw it."
-1, -1, 160, 599, 3323, 3,"The third baseman threw it to the baseman."
-1, -1, 93, 600, 3347, 4,"The batter hit the ball to the left."
-1, -1, 98, 601, 3348, 4,"The batter hit the ball in the air to the left."
-1, -1, 214, 602, 3349, 4,"The batter hit the ball to the left of base."
-1, -1, 98, 603, 3350, 4,"The batter hit the ball in the air to the left of base."
-1, -1, 422, 604, 3351, 4,"The batter hit the ball to the left of third base."
-1, -1, 166, 605, 3352, 4,"The batter hit the ball in the air to the left of third base."
-1, -1, 96, 606, 3363, 4,"The batter hit the ball in the air in territory."
-1, -1, 103, 607, 3365, 4,"The batter hit the ball in the air in foul territory."
126, -1, 326, 609, 3432, 5,"The batter was caught."
-1, -1, 162, 610, 3444, 3,"The umpire did not signal."
-1, -1, 33, 611, 3445, 3,"The umpire did not signal for a strike."
-1, -1, 92, 613, 3544, 3,"It crossed."
10, -1, 205, 614, 3546, 3,"The ball crossed the strike zone."
-1, -1, 34, 616, 3724, 3,"Who threw to second base."
-1, -1, 86, 617, 3745, 4,"The batter went."
-1, -1, 50, 619, 3802, 3,"A foul."
-1, -1, 37, 620, 3812, 3,"The ball went low."
-1, -1, 58, 622, 3891, 19,"The ball was not thrown."
-1, -1, 31, 623, 3892, 19,"The ball was not thrown through the strike zone."
-1, -1, 56, 625, 3933, 4,"It did not land."
111, -1, 110, 626, 3934, 4,"It did not land in the field."
111, -1, 62, 627, 3935, 4,"It did not land in the field of play."
-1, -1, 42, 628, 4062, 3,"The shortstop."
109, -1, 64, 629, 4132, 3,"The batter hit it into center field."
-1, -1, 59, 630, 4301, 4,"With."
-1, -1, 203, 631, 4302, 4,"Which went."
-1, -1, 20, 632, 4403, 3,"It is a foul."
-1, -1, 43, 633, 4431, 4,"The ball crossed the plate within the strike zone."
-1, -1, 73, 634, 4485, 4,"Pitcher threw ball."
-1, -1, 83, 636, 4501, 4,"Batter hit ball in air."
-1, -1, 82, 637, 4574, 3,"The umpire caught it."
