manual_id,final_id,group_id,raw_id,freq,text
-1,-1,192,883,1,The hitter hit a high fly ball into field.
-1,-1,192,3003,1,The batter hit a high fly ball towards field.
-1,-1,193,3476,1,The defensive player did not throw the ball to base.
-1,-1,193,3478,1,The defensive player did not throw the ball to First base.
-1,-1,195,3737,2,The ball was hit by the batter with no play.
-1,-1,195,3742,2,The ball was hit by the batter with no play for the out.
-1,-1,196,1107,5,The ball crossed home plate.
-1,-1,196,3699,8,The ball crossed the home plate area.
-1,-1,197,1157,2,It went without the batter swinging.
-1,-1,197,1245,1,It passed without the batter swinging.
-1,-1,197,1517,1,Passed without the batter swinging.
-1,-1,198,2594,1,The batter smoked a home run over the field fence.
-1,-1,198,2595,1,The batter smoked a home run over the left field fence.
-1,-1,199,607,5,The hitter hit it.
-1,-1,199,863,1,It was hit by the hitter.
-1,-1,200,1955,2,Third baseman.
-1,-1,200,4186,1,The third baseman.
-1,-1,201,822,2,The ball was hit into play.
-1,-1,201,1889,2,The ball was hit in play.
-1,-1,202,1029,2,The ball was caught by the right fielder for an out.
-1,-1,202,1031,2,The ball was caught by the right fielder in the air for an out.
-1,-1,202,4505,2,It was caught by right fielder for an out.
-1,-1,203,1049,2,Shortstop Seager caught the ball.
-1,-1,203,1051,2,Shortstop Seager caught the ball in the air.
-1,-1,203,1053,2,Shortstop Seager caught the ball in the part.
-1,-1,203,1054,2,Shortstop Seager caught the ball in the air in the part.
-1,-1,204,606,1,The ball was to high.
-1,-1,204,878,3,The ball was high.
-1,-1,205,1633,1,The batter hit the ball down the field line.
-1,-1,205,1634,1,The batter hit the ball down the field line for a hit.
-1,-1,205,4457,1,The batter hit it down the field line.
-1,-1,206,983,2,The ball landed in center field for a hit.
-1,-1,206,984,2,The batted ball landed in center field for a hit.
-1,-1,207,921,1,The baseman threw the ball to First base.
-1,-1,207,1471,1,The baseman threw to first.
-1,-1,207,1786,4,The baseman threw the ball to the first baseman.
-1,-1,207,1940,2,He threw it to the first baseman.
-1,-1,207,2247,2,The baseman threw it to first.
-1,-1,207,2992,3,The baseman threw it to the first baseman.
-1,-1,207,3729,2,The baseman threw to the first baseman.
-1,-1,207,4289,1,He throws to the first baseman.
-1,-1,208,2726,2,The ball was hit to the baseman within the field.
-1,-1,208,2727,2,The ball was hit to the baseman within the field of play.
-1,-1,209,3136,2,The umpire signaled a strike.
-1,-1,209,3456,1,The umpire signaled for a strike.
-1,-1,210,2498,1,The batter hit it through the right side of the infield.
-1,-1,210,2499,1,The batter hit it through the right side of the infield for a hit.
-1,-1,210,4349,1,The batter smashing it through the right side of the infield.
-1,-1,210,4350,1,The batter smashing it through the right side of the infield for a hit.
-1,-1,211,2714,2,The hitter fouled the pitch.
-1,-1,211,2715,2,The hitter fouled the pitch to the side.
-1,-1,212,3475,1,The player did not throw the ball to base.
-1,-1,212,3477,1,The player did not throw the ball to First base.
-1,-1,213,1251,1,The batter hit it via flyout to center field.
-1,-1,213,2485,1,The batter hit a fly ball to the center fielder.
-1,-1,213,3004,1,The batter hit a fly ball towards center field.
-1,-1,213,3874,1,The batter hit a fly to center field.
-1,-1,214,2254,2,The baseman threw it for the double play.
-1,-1,214,2255,2,The baseman threw it to first for the double play.
-1,-1,214,2256,2,The second baseman threw it for the double play.
-1,-1,214,2257,2,The second baseman threw it to first for the double play.
5,-1,216,454,1,He caught it.
5,-1,216,4221,1,He catches it.
-1,-1,217,919,1,The baseman threw the ball to base.
-1,-1,217,1454,1,The baseman threw to the base.
-1,-1,218,700,7,It went into the stands.
-1,-1,218,1398,1,Went into the stands.
-1,-1,219,3465,1,It did not go into play.
-1,-1,219,3782,2,Did not go into play.
-1,-1,220,21,11,Outside of the strike zone.
-1,-1,220,503,3,Outside strike zone.
-1,-1,220,3721,2,Outside of the strike zone outside.
0,-1,221,513,2,The batter did not swing bat.
0,-1,221,2234,2,The batter did n't swing the bat.
0,-1,221,3072,1,The batter did not swing with bat.
0,-1,221,3570,1,The batter did not swing the bat.
0,-1,221,3903,2,The batter did not take a swing.
74,-1,222,1877,1,It was the third strike.
74,-1,222,3551,1,A third strike is.
-1,-1,223,523,8,It was below the strike zone.
-1,-1,223,2233,2,It fell below the strike zone.
-1,-1,224,220,6,The ball went into the strike zone.
-1,-1,224,369,3,The ball went through the strike zone.
-1,-1,225,418,18,It was outside the strike zone.
-1,-1,225,1676,2,Which was outside the strike zone.
-1,-1,225,3431,1,It was outside strike zone.
-1,-1,227,996,2,Gattis the batter did not swing.
-1,-1,227,997,2,Gattis the batter did not swing at it.
-1,-1,229,4553,2,It went through the infield.
-1,-1,230,148,15,It a strike.
-1,-1,230,2371,1,It strike.
-1,-1,231,4098,1,Ball was hit on the ground to 2nd Baseman altuve.
-1,-1,232,4090,1,He checked the swing.
-1,-1,233,4426,1,Defender got it.
-1,-1,234,4616,1,The inning was.
-1,-1,235,133,2,The hitter hit a ball towards the base side.
-1,-1,235,2017,1,The batter hit the ball to the base side.
75,-1,236,151,4,The batter did not hit the ball.
75,-1,236,152,2,The batter did not hit the ball in play.
75,-1,236,838,4,The batter did not hit it.
75,-1,236,3744,2,The batter did n't hit the ball.
-1,-1,237,4475,1,Thrown to the first baseman.
-1,-1,238,4643,1,The umpire was caught.
-1,-1,239,4131,1,Third.
-1,-1,240,1168,1,Was hit to right field.
-1,-1,240,4066,1,It was hit into right field.
-1,-1,241,4661,1,It went high well.
-1,-1,243,4717,1,The batter hit the ball on the ground down the baseline.
-1,-1,244,4478,1,Which resulted in a hit.
-1,-1,245,3013,1,The batter hit a pop fly ball.
-1,-1,245,4519,1,The batter hit a pop fly.
-1,-1,246,3796,2,It is a line drive.
-1,-1,246,3969,1,It was a line drive.
-1,-1,247,1666,2,A miss.
-1,-1,247,2050,2,A Miss.
-1,-1,248,4608,1,It was within the strike zone.
-1,-1,249,4645,1,The ball went right.
-1,-1,250,975,3,It was a called strike.
-1,-1,250,3959,1,It was called a strike.
-1,-1,251,1879,4,The umpire did n't call it a strike.
-1,-1,251,2317,1,The umpire did not call it a strike.
-1,-1,252,4720,1,The batter hit the ball just in front.
-1,-1,253,4556,2,It went into center field.
-1,-1,254,604,2,A fielder caught it.
-1,-1,254,610,12,The fielder caught it.
-1,-1,255,4612,1,The ball flew toward the edge.
-1,-1,255,4613,1,The ball flew in the air toward the edge.
-1,-1,256,3232,1,The ball was not swung.
-1,-1,256,4684,2,The ball not swung.
-1,-1,257,4410,1,The play was valid.
-1,-1,258,4067,1,It bounced to the net.
-1,-1,259,4314,2,The hitter fouled the ball behind him.
-1,-1,260,4443,1,The third baseball caught the ball for the out.
-1,-1,261,2136,1,The batter didi gregorious popped the ball into center field.
-1,-1,261,2137,1,The batter didi gregorious popped the ball into left center field.
-1,-1,262,2723,2,The ball was in the center of the strike box.
-1,-1,262,4044,1,The ball was right in the center of the strike box.
-1,-1,263,3898,2,The batter took a check swing.
-1,-1,264,4181,1,The batted ball went into the stands.
-1,-1,265,4621,1,The ball was fielded by the fielder.
-1,-1,266,4461,1,That was counted as a strike.
-1,-1,267,196,5,The pitch was not.
-1,-1,267,4299,1,The pitch is n't.
-1,-1,268,264,1,The batter hit it into the air to left field.
-1,-1,268,629,2,The batter hit the ball in the air to the left fielder.
-1,-1,268,2811,1,The batter hit the ball in the air to left field.
-1,-1,268,3348,4,The batter hit the ball in the air to the left.
-1,-1,269,1644,1,The batter ended at first base.
-1,-1,269,3344,2,The batter ended on first base.
-1,-1,270,4679,2,It was hit to center.
-1,-1,271,1474,1,The play was a double play.
-1,-1,271,1476,1,The resulting play was a double play.
-1,-1,271,2031,1,It was a double play.
-1,-1,272,2147,1,The fielder made the catch.
-1,-1,272,3239,1,The fielder made a catch.
-1,-1,272,3956,1,The fielder makes the catch.
-1,-1,273,276,21,The batter did not swing at it.
-1,-1,273,434,23,The batter did not swing at the ball.
-1,-1,273,448,8,The batter did n't swing at it.
-1,-1,273,470,2,The batter did not swing at a ball.
-1,-1,273,846,2,The batter did not swing on it.
-1,-1,273,2313,1,The hitter did not swing at it.
-1,-1,274,4610,1,The ball bounced toward the shortstop.
-1,-1,275,3717,2,The second baseman threw the ball in time to the baseman.
-1,-1,275,3720,2,The second baseman threw the ball in time to the first baseman.
-1,-1,276,113,2,It was caught by the centerfielder for the out.
-1,-1,276,3860,1,It was caught the centerfielder for an out.
-1,-1,277,4376,1,It hit the outside corner.
-1,-1,278,4590,2,The score went.
-1,-1,279,4721,1,The batter hit the ball on the ground just in front.
-1,-1,280,4554,2,It went into field.
-1,-1,281,4215,1,The Greg bird popping it.
-1,-1,282,3703,2,The ball traveled into field.
-1,-1,283,4535,2,The ball ended down the base line.
-1,-1,284,4466,1,It missed the plate.
-1,-1,285,3769,2,Looks.
-1,-1,286,4500,2,It landed safey in outfield for a hit.
-1,-1,287,4364,1,The ball was in the center of the strike zone.
-1,-1,288,4704,1,It reached home plate.
-1,-1,289,609,1,The hitter hit it to the first baseman.
-1,-1,289,757,1,The batter hit the ball to the first baseman.
-1,-1,289,1501,1,The batter hit it at first base by the baseman.
-1,-1,289,3337,2,The batter hit the ball between the first baseman.
-1,-1,290,4624,1,The ball flew toward the fielder.
-1,-1,290,4625,1,The ball flew in the air toward the fielder.
-1,-1,291,4557,2,It went through the infield into center field.
-1,-1,292,65,14,The batter hit it into territory.
-1,-1,292,495,20,The batter hit the ball into territory.
-1,-1,292,593,7,The batter hit the ball in territory.
-1,-1,292,2479,3,The batter hit it in territory.
-1,-1,292,2950,2,The batter hit the ball to territory.
-1,-1,292,3612,1,The batter hit a ball in territory.
-1,-1,293,485,3,Who threw the batter.
-1,-1,293,1172,1,Who throwing the batter.
-1,-1,294,4523,1,The ball was outside the strike box.
-1,-1,295,1231,1,The batter hit it up the middle.
-1,-1,295,2448,1,The batter hit the ball up the middle.
-1,-1,296,289,12,The batter hit the ball into play.
-1,-1,296,517,2,The batter put the ball into play.
-1,-1,296,836,2,The batter hit the ball into the play.
-1,-1,296,952,3,The batter hit the ball in play.
-1,-1,296,1506,2,The batter hit it into play.
-1,-1,296,1890,2,The ball was hit in play by the batter.
-1,-1,296,4452,1,The batter hit it in play.
-1,-1,297,4715,1,The centerfielder caught the ball on the fly.
-1,-1,298,1188,1,That was caught by the third baseman.
-1,-1,298,2739,2,Where it was caught by the third baseman.
-1,-1,299,1522,3,It was not in play.
-1,-1,299,4405,2,It was not in the play.
-1,-1,300,4298,1,The batter looks at the pitch.
-1,-1,301,4584,2,One of the field players caught the ball.
-1,-1,302,367,2,The ball was not caught in the air.
-1,-1,302,3426,1,The ball was n't caught in the air.
-1,-1,303,1461,1,The third baseman threw for a forceout of the runner.
-1,-1,303,1463,1,The third baseman threw to the base for a forceout.
-1,-1,303,1465,1,The third baseman threw to the second base for a forceout.
-1,-1,303,1467,1,The third baseman threw to the base for a forceout of the runner.
-1,-1,303,1469,1,The third baseman threw to the second base for a forceout of the runner.
-1,-1,304,4585,2,One of the outer field players caught the ball.
-1,-1,305,4662,1,It went right well.
-1,-1,306,4719,1,The batter hit the ball on the ground down the third baseline.
-1,-1,307,778,1,The shortstop then threw the ball to the baseman.
-1,-1,307,1944,3,The shortstop threw the ball to the baseman.
-1,-1,308,884,1,The hitter hit a fly ball into right field.
-1,-1,308,1952,3,The batter hit a fly ball to right field.
-1,-1,309,4674,2,Likely.
-1,-1,310,2218,1,The striker hit the ball within the fair play area.
-1,-1,310,2222,1,The striker hit the ball in fair play area.
-1,-1,311,4382,1,The batter hit it back up the middle.
-1,-1,312,4268,1,Which is going towards foul territory.
-1,-1,313,382,3,The ball was called a ball by the umpire.
-1,-1,313,550,1,This was called a ball by the umpire.
23,-1,313,1604,7,It was called a ball by the umpire.
-1,-1,314,2395,1,Who threw to 2nd base.
-1,-1,314,3724,3,Who threw to second base.
-1,-1,315,4614,1,The ball flew toward the edge of the infield.
-1,-1,315,4615,1,The ball flew in the air toward the edge of the infield.
-1,-1,316,1924,2,The batter hit into field on the ground.
-1,-1,316,2666,1,The batter hit it on the ground to field.
-1,-1,317,4595,2,The ball went past the poles.
-1,-1,318,4397,1,The batter hit the ball inside the line.
-1,-1,319,4698,1,The batter hit the pitch between the first baseman.
-1,-1,320,4667,1,The batter advanced to first base.
-1,-1,321,4529,2,The centerfielder caught it on the run.
-1,-1,322,3497,2,The batter knicked the pitch into the ground.
-1,-1,322,3500,2,The batter knicked the pitch into the ground for a ball.
-1,-1,323,4577,1,The batter hit the ball inside the bounds of the field.
-1,-1,324,4532,2,Where the third baseman caught it.
-1,-1,325,1174,1,Who threw it to baseman.
-1,-1,325,1931,2,Who threw it to the baseman.
76,-1,326,390,28,The batter hit the ball to the baseman.
76,-1,326,571,1,Was hit to baseman.
76,-1,326,608,1,The hitter hit it to the baseman.
76,-1,326,786,5,The ball was hit to the baseman.
76,-1,326,1176,2,The batter hit it to the baseman.
76,-1,326,1348,1,The batter hit it to baseman.
76,-1,326,1446,1,The batter hit it towards the baseman.
76,-1,326,1489,1,The batter hit it by the baseman.
76,-1,326,1497,1,The batter hit it at base by the baseman.
76,-1,326,1706,2,It was hit to the baseman.
76,-1,326,1967,1,The ball is hit to the baseman.
76,-1,326,2056,2,He hit the ball to the baseman.
76,-1,326,2454,1,The hitter hit the ball to the baseman.
76,-1,326,2834,2,The hitter hit ball to the baseman.
-1,-1,329,2550,2,That did not land.
-1,-1,329,3933,4,It did not land.
-1,-1,330,4143,1,Was not a ground ball to the first baseman.
-1,-1,331,4626,1,The ball flew toward the left fielder.
-1,-1,331,4627,1,The ball flew in the air toward the left fielder.
-1,-1,332,1166,3,The pitch was outside the strike zone.
-1,-1,332,1994,1,A pitch was outside the strike zone.
-1,-1,333,4603,2,Announcer called it as a ball.
-1,-1,334,4179,1,The strike had.
-1,-1,335,1665,1,A swing.
-1,-1,335,3855,1,The swing.
-1,-1,336,4628,1,The ball was well outside the strike zone.
-1,-1,337,3511,2,Hit it into foul territory on the base side.
-1,-1,337,3514,2,Hit it into foul territory on the base side of the field.
-1,-1,338,269,1,The ball crossed over the edge at the batters knees.
-1,-1,338,271,1,The ball crossed over the edge of the plate at the batters knees.
-1,-1,338,273,1,The ball crossed over the outside edge at the batters knees.
-1,-1,338,275,1,The ball crossed over the outside edge of the plate at the batters knees.
-1,-1,339,3245,1,The batter drove the ball through the infield for a single.
-1,-1,339,3249,1,The batter drove the ball through the infield on the side for a single.
-1,-1,340,4286,1,The third baseman kyle bregman of the Astros fields the ball off the dirt.
-1,-1,341,4469,1,Which was thrown at the corner.
-1,-1,342,4526,2,The batter hit the ball to deep center.
-1,-1,342,4528,2,The batter hit it to deep center.
-1,-1,344,4632,1,It caught it.
-1,-1,345,445,1,The ball was n't in the strike zone.
-1,-1,345,1442,5,The ball was not in the strike zone.
-1,-1,346,1694,1,It was a hit into field.
-1,-1,346,4065,1,It was hit into field.
-1,-1,347,1125,5,Who threw to first base.
-1,-1,347,3849,2,Who threw it to first base.
-1,-1,348,444,1,The ball was n't.
-1,-1,348,1441,6,The ball was not.
-1,-1,349,1932,2,Who threw it to the baseman for the force.
-1,-1,349,3324,2,The baseman threw it to the baseman for a force.
-1,-1,350,197,4,The pitch was not in the strike zone.
-1,-1,350,4300,1,The pitch is n't in the strike zone.
-1,-1,351,518,2,This was a base hit.
-1,-1,351,3611,1,This is a base hit.
-1,-1,352,4116,1,The pitcher threw a strike on corner of the plate.
-1,-1,352,4118,1,The pitcher threw a strike on inside corner of the plate.
-1,-1,353,4581,1,The throw was not good enough.
-1,-1,354,2671,1,Batter hit a ball behind the stop.
-1,-1,354,2672,1,Batter hit a ball behind the back stop.
-1,-1,356,1278,3,Which was caught by the left fielder.
-1,-1,356,2351,1,It was caught by the left fielder.
-1,-1,356,2757,4,Where it was caught by the left fielder.
-1,-1,357,3437,1,The batter hit the ball in the air to center field.
-1,-1,357,3653,1,The batter hit it in the air to center field.
-1,-1,357,4714,1,The batter hit the ball in the air to the centerfielder.
-1,-1,358,2717,1,The hitter hit a line drive to the fielder.
-1,-1,358,3158,1,The batter hit a line drive to the fielder.
-1,-1,359,4051,1,The batter hit a ball near the third base line.
-1,-1,359,4052,1,The batter hit a foul ball near the third base line.
-1,-1,360,3254,1,It crossed the plate below the strike zone for a ball.
-1,-1,360,3256,1,It crossed the plate below the strike zone for a low ball.
-1,-1,361,3498,2,The batter knicked the pitch into the ground at home plate.
-1,-1,361,3502,2,The batter knicked the pitch into the ground at home plate for a ball.
-1,-1,361,3506,2,The batter knicked the pitch into the ground at home plate for a foul ball.
-1,-1,362,671,1,Batter hit the ball for a hit.
-1,-1,362,2590,1,Batter hits it for a hit.
-1,-1,363,4191,1,The pitch crossed the plate over the top.
-1,-1,364,4109,2,Missed for a strike.
-1,-1,366,697,1,The batter hit it in the air into foul territory.
-1,-1,366,1110,2,The batter hit the ball into the air in foul territory.
-1,-1,366,3331,2,The batter hit the ball in the air into foul territory.
-1,-1,366,3365,4,The batter hit the ball in the air in foul territory.
-1,-1,367,4551,2,It to the left.
-1,-1,368,4438,1,The batter popped into territory.
-1,-1,369,2614,2,Where it was caught by the second baseman.
-1,-1,369,4367,1,That was caught by the second baseman.
-1,-1,369,4508,2,It was caught by second baseman.
-1,-1,370,1746,1,The 1st baseman caught it.
-1,-1,370,3564,1,The first baseman caught it.
-1,-1,371,3818,1,The batter popped the ball into territory.
-1,-1,371,4322,1,The batter popped the ball in territory.
-1,-1,372,691,1,The umpire ruled the pitch a strike.
-1,-1,372,1914,5,The umpire called the pitch a strike.
-1,-1,373,639,1,The pitcher hit the batter.
-1,-1,373,640,1,The pitcher hit the batter with the ball.
-1,-1,375,4305,1,It bounced to the baseman.
-1,-1,376,4700,1,The batter hit the pitch between the second baseman.
-1,-1,377,4580,1,The umpire caught the ball.
-1,-1,378,4666,1,The batter advanced to base.
-1,-1,379,4683,2,The batter hit behind the plate.
-1,-1,380,1511,1,It went over the plate in the strike zone.
-1,-1,380,2381,1,It went over the plate in strike zone.
-1,-1,381,4682,2,The hitter put it in play.
-1,-1,382,2750,1,Batter hit the ball outside the field.
-1,-1,382,2751,1,Batter hit the ball outside the field of play.
-1,-1,383,308,1,A fielder was able.
-1,-1,383,1853,1,The fielder was able.
-1,-1,384,1025,2,The ball was caught by the fielder for an out.
-1,-1,384,1360,1,Where it was caught by the fielder for the out.
-1,-1,384,4503,2,It was caught by fielder for an out.
-1,-1,386,4017,1,The batter hit the ball on a slow groundball dribble.
-1,-1,386,4022,1,The batter hit the ball on a slow groundball dribble to base.
-1,-1,387,602,3,The batter hit the ball with the bat.
-1,-1,387,3047,2,The batter hit the ball with bat.
-1,-1,388,257,1,The batter hit it into the stands to the left of the third line.
-1,-1,388,258,1,The batter hit it into the stands to the left of the third foul line.
-1,-1,389,4634,1,It bounced a couple.
-1,-1,390,889,1,Which was caught by the catcher.
-1,-1,390,896,8,It was caught by the catcher.
-1,-1,392,2211,3,The batter looked.
-1,-1,392,4297,1,The batter looks.
-1,-1,393,4038,1,The batter hit the ball into the center midfield.
-1,-1,394,4561,2,It went through the infield to the left of base.
-1,-1,394,4563,2,It went through the infield to the left of second base.
-1,-1,395,728,5,It counts as a ball.
-1,-1,395,1314,1,It counted as a ball.
-1,-1,395,2524,1,It was counted as a ball.
-1,-1,396,3961,1,The pitch was called hitter advanced to base.
-1,-1,396,3963,1,The pitch was called hitter advanced to first base.
-1,-1,397,4205,2,The batter was caught by the second baseman.
-1,-1,398,4059,1,The batter bunted the ball towards the left side.
-1,-1,398,4060,1,The batter bunted the ball towards the left side of the field.
-1,-1,399,2494,1,The batter hit it through the side of the infield.
-1,-1,399,2495,1,The batter hit it through the side of the infield for a hit.
-1,-1,399,3272,1,The batter hit the ball on the side of the infield.
-1,-1,399,3472,2,The batter hit the ball on the infield.
-1,-1,399,3490,2,The batter hit the ball through the infield.
-1,-1,399,3525,1,The batter smashed the ball through the side of the infield.
-1,-1,399,3526,1,The batter smashed the ball through the side of the infield for a hit.
-1,-1,399,4345,1,The batter smashing it through the side of the infield.
-1,-1,399,4346,1,The batter smashing it through the side of the infield for a hit.
-1,-1,400,2404,1,It was the 3rd strike.
-1,-1,400,4005,1,Resulting in the 3rd strike.
-1,-1,401,1142,3,It foul.
-1,-1,401,1804,1,It a foul.
-1,-1,402,1018,2,Ball landed in the right field grass for a hit.
-1,-1,402,1020,2,Batted ball landed in the right field grass for a hit.
-1,-1,403,663,1,The batter hit the ball towards first base.
-1,-1,403,2018,1,The batter hit the ball to the first base side.
-1,-1,404,337,8,The ball landed on the ground.
-1,-1,404,732,1,The ball was on the ground.
-1,-1,404,734,1,In fact the ball was on the ground.
-1,-1,404,900,1,The ball landing on the ground.
-1,-1,405,270,1,The ball crossed over the edge of the plate.
-1,-1,405,274,1,The ball crossed over the outside edge of the plate.
-1,-1,406,1569,1,The batter takes it.
-1,-1,406,4491,2,The batter took it.
-1,-1,407,968,2,The pitch crossed over the plate in the part of the strike zone.
-1,-1,407,4192,1,The pitch crossed the plate over the top of the strike zone.
-1,-1,408,4228,1,The batter didi.
-1,-1,409,135,2,The hitter hit a ball towards the 3rd base side.
-1,-1,409,136,2,The hitter hit a foul ball towards the 3rd base side.
-1,-1,409,2456,1,The hitter hit the ball to the 3rd baseman.
-1,-1,409,2530,2,The batter hit the ball to the 3rd baseman.
-1,-1,409,2835,2,The hitter hit ball to the 3rd baseman.
-1,-1,410,226,2,The pitcher threw it to base.
-1,-1,410,227,2,The pitcher threw it to base for the out.
-1,-1,410,228,2,The pitcher threw it to first base.
-1,-1,410,229,2,The pitcher threw it to first base for the out.
-1,-1,410,3154,2,The pitcher threw to base.
-1,-1,410,3155,2,The pitcher threw to base for the out.
-1,-1,410,3156,2,The pitcher threw to first base.
-1,-1,410,3157,2,The pitcher threw to first base for the out.
-1,-1,410,4149,1,The baseman threw the ball to the covering pitcher.
-1,-1,410,4150,1,The first baseman threw the ball to the covering pitcher.
-1,-1,410,4153,1,The baseman threw the ball to the pitcher for an out.
-1,-1,410,4154,1,The first baseman threw the ball to the pitcher for an out.
-1,-1,410,4155,1,The baseman threw the ball to the covering pitcher for an out.
-1,-1,410,4156,1,The first baseman threw the ball to the covering pitcher for an out.
-1,-1,410,4161,1,The baseman threw the ball to the pitcher for an out at base.
-1,-1,410,4162,1,The first baseman threw the ball to the pitcher for an out at base.
-1,-1,410,4163,1,The baseman threw the ball to the pitcher for an out at first base.
-1,-1,410,4164,1,The first baseman threw the ball to the pitcher for an out at first base.
-1,-1,410,4165,1,The baseman threw the ball to the covering pitcher for an out at base.
-1,-1,410,4166,1,The first baseman threw the ball to the covering pitcher for an out at base.
-1,-1,410,4167,1,The baseman threw the ball to the covering pitcher for an out at first base.
-1,-1,410,4168,1,The first baseman threw the ball to the covering pitcher for an out at first base.
-1,-1,411,4338,1,The ball went foul towards the first base dugout.
-1,-1,412,4327,1,The ball was thrown over the plate.
-1,-1,412,4328,1,The thrown ball was thrown over the plate.
-1,-1,414,779,1,The shortstop then threw the ball to the baseman for an out.
-1,-1,414,781,1,The shortstop then threw the ball to the first baseman for an out.
-1,-1,414,1945,2,The shortstop threw the ball to the baseman for the out.
-1,-1,414,1947,2,The shortstop threw the ball to the first baseman for the out.
-1,-1,415,2083,1,The pitch clipped the corner opposite the batter.
-1,-1,415,2088,1,The pitch clipped the corner on the side opposite the batter.
-1,-1,415,2091,1,The pitch clipped the corner on the side of the plate opposite the batter.
-1,-1,416,4036,1,Batter hit it to the left outfield.
-1,-1,417,4394,1,This is considered a foul ball.
-1,-1,418,25,5,It was not a strike.
-1,-1,418,1136,5,It is not a strike.
-1,-1,418,1608,2,This is not a strike.
-1,-1,419,4427,1,It fell in the floor.
-1,-1,420,635,1,The hitter hit the ball in the air to right field.
-1,-1,420,4203,2,The batter hit the ball in the air towards right field.
-1,-1,421,4604,2,Thr Umpire called it.
-1,-1,422,4245,1,The pitch is a fastball at the top.
-1,-1,423,4525,2,The batter hit the ball to center.
-1,-1,423,4527,2,The batter hit it to center.
-1,-1,424,4104,1,Altuve hit the ball to center field.
-1,-1,424,4105,1,Altuve hit the ball in the air to center field.
-1,-1,424,4106,1,Altuve hit the ball to right center field.
-1,-1,424,4107,1,Altuve hit the ball in the air to right center field.
-1,-1,425,2891,1,Caught by a player in left field by an infielder.
-1,-1,425,2893,1,Caught by a player in short left field by an infielder.
77,-1,426,112,3,It was caught for the out.
77,-1,426,666,11,It was caught for an out.
77,-1,426,3876,1,That was caught for a out.
77,-1,426,3885,1,Which was caught for the out.
77,-1,426,3889,1,That was caught for the out.
-1,-1,427,366,12,The ball was not caught.
-1,-1,427,1859,4,The ball was n't caught.
-1,-1,428,1270,4,The batter took a pitch.
-1,-1,428,1973,2,The batter takes the pitch.
-1,-1,428,2120,5,The batter took the pitch.
-1,-1,428,2429,2,The batter took an pitch.
-1,-1,429,826,2,Ball was thrown.
-1,-1,429,831,2,Ball thrown.
-1,-1,430,3243,1,The batter drove the ball through the infield.
-1,-1,430,3248,1,The batter drove the ball through the infield on the side.
-1,-1,431,95,6,It was a foul ball.
-1,-1,431,401,4,It is a foul ball.
-1,-1,431,489,2,Which is a foul ball.
-1,-1,431,2700,4,It's a foul ball.
-1,-1,431,3152,4,This is a foul ball.
-1,-1,432,4710,1,The baseman threw it to the first baseman for the out.
-1,-1,433,262,1,The batter hit it into the air to field.
-1,-1,433,633,1,The hitter hit the ball in the air to field.
-1,-1,433,2810,2,The batter hit the ball in the air to field.
-1,-1,433,3652,1,The batter hit it in the air to field.
-1,-1,433,4201,2,The batter hit the ball in the air towards field.
-1,-1,434,617,1,The hitter hit the ball outside the field.
-1,-1,434,618,1,The hitter hit the ball outside the field of play.
-1,-1,434,1233,2,The batter hit the ball outside the field.
-1,-1,434,1234,2,The batter hit the ball outside the field of play.
-1,-1,435,4673,1,It went straight down the strike zone.
-1,-1,436,4697,1,The batter hit the pitch on the ground between the baseman.
-1,-1,437,4242,1,He hits the ball over the fence for a home run.
12,-1,438,165,9,This is a strike.
12,-1,438,839,2,This was a strike.
-1,-1,439,4336,1,The ball was low of the strike zone.
-1,-1,441,1622,2,The hitter missed for a strike.
-1,-1,441,3846,1,The hitter missed the ball for a strike.
-1,-1,442,1741,1,The hitter hit it into foul territory.
-1,-1,442,2461,1,The hitter hit the ball in foul territory.
-1,-1,442,2478,1,The hitter hit the ball into foul territory.
-1,-1,443,1782,4,The baseman threw the ball to the baseman.
-1,-1,443,1938,2,He threw it to the baseman.
-1,-1,443,2990,5,The baseman threw it to the baseman.
-1,-1,443,3727,2,The baseman threw to the baseman.
-1,-1,444,1030,2,The ball was caught by the right fielder in the air.
-1,-1,444,4209,1,The right fielder caught the ball in the air.
-1,-1,445,190,1,The hitter hit a ground ball to third base.
-1,-1,445,393,12,The batter hit the ball on the ground to the third baseman.
-1,-1,445,475,5,The batter hit a ground ball to the third baseman.
-1,-1,445,789,1,The ball was hit to the third baseman on the ground.
-1,-1,445,1256,1,The batter hit a ground ball to the 3rd baseman.
-1,-1,445,1449,1,The batter hit it on the ground towards the third baseman.
-1,-1,445,1819,1,The batter hit a ground ball to third.
-1,-1,445,1970,1,The ball is hit on the ground to the third baseman.
-1,-1,445,2457,1,The hitter hit the ball on the ground to the 3rd baseman.
-1,-1,445,2531,1,The batter hit the ball on the ground to the 3rd baseman.
-1,-1,445,4601,2,The batter hit a ground ball to third base.
-1,-1,447,1027,2,The ball was caught by the fielder in the air for an out.
-1,-1,447,3149,1,The fielder caught the ball in the air for an out.
-1,-1,448,698,3,The umpire ruled the pitch a ball.
-1,-1,448,3387,2,The umpire ruled the pitch.
-1,-1,449,307,4,It landed on the ground.
-1,-1,449,749,1,That landed on the ground.
-1,-1,449,857,2,Which landed on the ground.
-1,-1,450,4709,1,The second baseman threw it to the baseman for the out.
